credit_line,city,socioeconomic_level,housing_status,invoice_value,has_disability,age,dependents,gender,income,target,approved_limit,invoice_to_income_ratio,limit_to_income_ratio,age_group,income_category,default
8082,5001,2,2,12.570677563944212,2,60,0,2,1900000,1,14.062371417145494,6.6161426041061095e-06,7.4012442188954075e-06,56-65,Medio,0
8082,5001,1,2,11.19814622463408,2,47,0,1,1600000,1,14.978661680269909,6.998837016123165e-06,9.36165769913263e-06,46-55,Bajo,0
8013,5045,3,2,13.652755129914686,2,51,0,2,2100000,1,14.866332532446323,6.501308870764674e-06,7.079202596782727e-06,46-55,Alto,0
8013,5001,3,1,13.36486553588374,2,53,0,2,1600000,4,0.0,8.353035739279999e-06,0.0,46-55,Bajo,1
8082,5001,2,1,11.2885436473206,2,47,0,2,1300000,4,13.815511557963774,8.68348843371705e-06,1.0627308408196435e-05,46-55,Muy Bajo,1
8013,5001,2,2,11.51293546492023,2,35,0,2,2200000,1,14.866332532446323,5.233150105350057e-06,6.75742080682978e-06,26-35,Alto,0
8013,5736,2,1,11.23453343942554,2,52,1,2,1640000,1,14.866332532446323,6.850321090917347e-06,9.064831382692037e-06,46-55,Bajo,0
702,68276,2,1,10.97900178995826,2,31,0,2,2000000,1,14.77102238760702,5.489498150230055e-06,7.38550750104976e-06,26-35,Medio,0
8013,5088,2,2,11.725323489346652,2,68,0,2,2600000,4,0.0,4.509738069080224e-06,0.0,65+,Muy Alto,1
8013,5001,1,1,12.143904645818564,2,38,1,2,2700000,1,14.866332532446323,4.497740795584359e-06,5.506047046814547e-06,36-45,Muy Alto,0
8013,5088,2,2,11.918397239722838,2,40,0,2,1800000,1,14.866332532446323,6.621328121330398e-06,8.259069040765157e-06,36-45,Medio,0
25,17653,2,1,9.883386880829123,2,43,0,1,2500000,1,14.062371417145494,3.953353170990381e-06,5.624946316879671e-06,36-45,Alto,0
699,68679,2,1,11.532463351343267,2,21,0,1,1800000,4,0.0,6.406920524679302e-06,0.0,18-25,Medio,1
8013,5837,1,2,9.210440366976515,2,24,0,2,5000000,4,0.0,1.842087704977762e-06,0.0,18-25,Muy Alto,1
702,68001,4,1,10.819798284210286,2,57,0,1,1600000,1,14.403297778421797,6.762369701150365e-06,9.002055485228944e-06,56-65,Bajo,0
699,68001,1,1,12.590446896930846,2,38,1,1,5000000,1,14.062371417145494,2.518088875768394e-06,2.8124737209343546e-06,36-45,Muy Alto,0
8013,5837,2,1,12.559233422009047,2,29,0,2,1850000,4,0.0,6.788771153101564e-06,0.0,26-35,Medio,1
8082,5001,2,2,11.790564777297387,2,26,1,2,2400000,4,13.815511557963774,4.912733276901713e-06,5.75646075062626e-06,26-35,Alto,1
8013,5790,1,1,9.210440366976515,2,34,0,1,1600000,1,14.866332532446323,5.7565216315343025e-06,9.291452025621437e-06,26-35,Bajo,0
8013,5001,2,1,11.617312506956274,2,62,0,1,1600000,4,0.0,7.26081577883781e-06,0.0,56-65,Bajo,1
8013,5001,1,2,11.77703436052963,2,28,0,2,1300000,4,0.0,9.059250231753383e-06,0.0,26-35,Muy Bajo,1
8082,5001,1,2,11.488643018250334,2,59,1,2,1400000,4,0.0,8.206167722916152e-06,0.0,56-65,Muy Bajo,1
8013,5001,1,2,12.857136619910024,2,54,0,2,1500000,1,14.866332532446323,8.571418698994217e-06,9.910881747709716e-06,46-55,Muy Bajo,0
699,68547,2,1,11.250313169745652,2,51,0,2,3000000,4,0.0,3.7501031398808376e-06,0.0,46-55,Muy Alto,1
699,68689,1,1,9.56282655529346,2,66,0,1,2000000,1,14.914123179965662,4.781410886941287e-06,7.4570578614539e-06,65+,Medio,0
702,68001,2,1,12.176175135933768,2,28,0,2,1700000,1,14.77102238760702,7.16245174910707e-06,8.688831587514961e-06,26-35,Bajo,0
8013,5101,2,1,11.51293546492023,2,20,0,1,2000000,4,0.0,5.756464854227687e-06,0.0,18-25,Medio,1
699,68533,2,1,10.833641741069435,2,25,0,2,1800000,1,14.690979711984754,6.018686512434957e-06,8.161650861296608e-06,18-25,Medio,0
25,5129,3,1,11.71597242578531,2,34,0,1,3170000,1,14.866332532446323,3.6958891892416785e-06,4.689693325789589e-06,26-35,Muy Alto,0
8013,5001,2,1,11.804870936207967,2,43,1,2,1800000,1,14.866332532446323,6.558257987749989e-06,8.259069040765157e-06,36-45,Medio,0
699,68406,2,1,11.367599069702656,2,58,0,2,3000000,1,14.062371417145494,3.789198426834743e-06,4.687455576563306e-06,56-65,Muy Alto,0
8013,5079,2,2,12.429220196836384,2,34,1,2,2000000,1,14.866332532446323,6.214606991114697e-06,7.4331625496418865e-06,26-35,Medio,0
8082,5001,3,2,12.899222326086994,2,18,0,1,1560000,4,0.0,8.268726959846176e-06,0.0,18-25,Bajo,1
8013,5837,1,2,10.589257588757023,2,18,0,1,4000000,4,0.0,2.647313735360822e-06,0.0,18-25,Muy Alto,1
8013,5001,3,2,12.858251987601816,2,20,0,1,1900000,4,0.0,6.767497484265438e-06,0.0,18-25,Medio,1
8082,5001,3,2,12.247866967187152,2,34,1,2,1600000,1,15.319588176962746,7.654912070171926e-06,9.574736626391325e-06,26-35,Bajo,0
8013,5001,1,1,11.00093249345223,2,24,0,1,1650000,1,14.914123179965662,6.667227773469368e-06,9.038857055217337e-06,18-25,Bajo,0
8013,5001,1,2,10.883691610153935,2,47,0,1,2000000,1,14.866332532446323,5.441843084155426e-06,7.4331625496418865e-06,46-55,Medio,0
8013,5001,1,1,10.969163340957971,2,32,1,1,1800000,4,0.0,6.093976248323179e-06,0.0,26-35,Medio,1
8082,5001,2,2,11.721840266033704,2,25,1,2,1800000,1,16.118095750958314,6.512129863279912e-06,8.954492664703139e-06,18-25,Medio,0
8013,5495,1,2,10.859018228147889,2,22,1,2,1300000,1,14.077875591662238,8.353084519279516e-06,1.0829126740411922e-05,18-25,Muy Bajo,0
8013,5172,1,2,11.752107706101915,2,44,1,1,1800000,4,0.0,6.528945098420454e-06,0.0,36-45,Medio,1
25,66594,3,1,11.587903058893309,2,51,1,1,2000000,1,14.866332532446323,5.7939486324723385e-06,7.4331625496418865e-06,46-55,Medio,0
8082,5001,2,1,11.8350162104899,2,26,0,1,1500000,4,0.0,7.890005546989569e-06,0.0,26-35,Muy Bajo,1
8013,5837,1,1,11.194811676064791,2,29,0,2,1300000,1,14.866332532446323,8.611386972829092e-06,1.1435631612934392e-05,26-35,Muy Bajo,0
8013,5001,3,1,12.497887416606964,2,29,0,2,1700000,1,14.866332532446323,7.351694155831064e-06,8.744896345617634e-06,26-35,Bajo,0
8013,5088,1,1,12.420252139463598,2,26,1,1,1250000,4,0.0,9.936193762615867e-06,0.0,26-35,Muy Bajo,1
8013,5001,2,2,11.707150888767009,2,30,1,1,1800000,1,14.866332532446323,6.5039691026655035e-06,8.259069040765157e-06,26-35,Medio,0
8013,5376,3,1,13.03100657270446,2,29,0,2,1380000,1,14.866332532446323,9.442751543444141e-06,1.0772696927354636e-05,26-35,Muy Bajo,0
8082,5001,1,1,10.59665973278358,2,30,0,1,1700000,4,0.0,6.233325587916466e-06,0.0,26-35,Bajo,1
8013,5001,2,2,12.400578010705765,2,55,0,1,2350000,4,0.0,5.276839461219703e-06,0.0,46-55,Alto,1
8013,5837,1,1,11.975363043706048,2,31,0,2,1600000,1,14.866332532446323,7.484597224443015e-06,9.291452025621437e-06,26-35,Bajo,0
8013,5837,2,1,9.210440366976515,2,23,0,2,1350000,1,14.866332532446323,6.8225433662467766e-06,1.1012090015078747e-05,18-25,Muy Bajo,0
8013,5579,1,1,11.310613423235951,2,18,1,1,1368000,4,0.0,8.267986224597753e-06,0.0,18-25,Muy Bajo,1
702,68001,3,1,11.002116507732016,2,21,0,1,1500000,4,0.0,7.334739448661712e-06,0.0,18-25,Muy Bajo,1
8013,5790,2,1,8.517393171418904,2,39,0,2,1600000,1,14.866332532446323,5.323367405032187e-06,9.291452025621437e-06,36-45,Bajo,0
8013,5088,1,2,9.210440366976515,2,37,0,2,1720000,1,14.866332532446323,5.354904076786302e-06,8.64321156350858e-06,36-45,Medio,0
702,68001,1,1,10.288035412388904,2,42,0,1,1800000,4,0.0,5.715572053787139e-06,0.0,36-45,Medio,1
8013,5001,1,1,13.212205909556012,2,40,0,1,2200000,1,14.077875591662238,6.005545410913909e-06,6.399031451195812e-06,36-45,Alto,0
8013,5736,1,2,11.49273296168228,2,28,1,1,3400000,4,0.0,3.3802145827846172e-06,0.0,26-35,Muy Alto,1
8013,5001,2,2,11.585534457071638,2,29,0,1,2200000,1,14.866332532446323,5.266149632237276e-06,6.75742080682978e-06,26-35,Alto,0
8013,5001,2,2,14.034955277024846,2,29,0,2,2300000,4,0.0,6.102151815162187e-06,0.0,26-35,Alto,1
699,68679,3,1,12.99929816558638,2,25,0,1,2200000,1,14.062371417145494,5.908769207644169e-06,6.391984102346087e-06,18-25,Alto,0
699,20770,1,2,11.841984577875769,2,62,0,2,2200000,1,14.151983508870948,5.382717815980888e-06,6.432716852797316e-06,56-65,Alto,0
8013,5147,1,2,12.737291898386962,2,42,1,1,1800000,1,14.866332532446323,7.0762693456208984e-06,8.259069040765157e-06,36-45,Medio,0
8013,5142,1,1,9.821680789832037,2,45,0,1,1650000,1,13.592368256649284,5.952530204425353e-06,8.237793950821414e-06,36-45,Bajo,0
8013,5172,1,1,11.338512552244314,2,38,0,2,1700000,1,0.0,6.669709342667631e-06,0.0,36-45,Bajo,0
702,68255,2,1,11.926239688021791,2,34,0,1,1500000,4,0.0,7.950821158133756e-06,0.0,26-35,Muy Bajo,1
8013,5001,1,2,9.90353755128617,2,40,0,2,2300000,4,0.0,4.305884019740066e-06,0.0,36-45,Alto,1
8013,5001,3,1,13.273601820784537,2,32,2,2,1900000,4,0.0,6.986102544569469e-06,0.0,26-35,Medio,1
8082,5660,1,2,12.487390760895456,2,43,0,1,4000000,4,15.424948670398354,3.1218469097621367e-06,3.856236203540538e-06,36-45,Muy Alto,1
8013,5360,3,2,12.705113096148946,2,27,0,2,1700000,4,0.0,7.4735915426808255e-06,0.0,26-35,Bajo,1
8013,5001,1,2,10.12667110305036,2,56,0,1,1650000,1,15.424948670398354,6.137372706471305e-06,9.34844807390926e-06,56-65,Bajo,0
8013,5172,1,2,12.39649877140064,2,57,1,1,1800000,4,0.0,6.886939935811502e-06,0.0,56-65,Medio,1
8013,5001,2,2,11.695255355062796,2,31,0,1,2000000,4,0.0,5.847624753719022e-06,0.0,26-35,Medio,1
8082,5001,2,1,11.74325116281265,2,49,0,1,2000000,4,0.0,5.871622645595002e-06,0.0,46-55,Medio,1
25,17495,1,1,11.81990268302996,2,41,0,2,3000000,1,14.866332532446323,3.939966247687904e-06,4.955442525667933e-06,36-45,Muy Alto,0
8013,5001,2,1,11.695255355062796,2,18,0,2,1500000,4,0.0,7.796831705487394e-06,0.0,18-25,Muy Bajo,1
8013,5001,1,1,11.264476926102368,2,30,1,1,1500000,4,0.0,7.509646277637394e-06,0.0,26-35,Muy Bajo,1
8082,5001,4,1,13.834875834734692,2,25,0,1,1800000,1,15.687312888712007,7.686037860387128e-06,8.715168985301679e-06,18-25,Medio,0
8013,5079,2,2,11.695255355062796,2,37,1,2,2300000,4,12.765691290604371,5.0848914218136416e-06,5.550298147959228e-06,36-45,Alto,1
8013,5001,3,1,12.100717685412471,2,30,2,2,4000000,4,0.0,3.0251786650584515e-06,0.0,26-35,Muy Alto,1
699,68276,2,1,11.30361085159246,2,18,0,2,1300000,4,0.0,8.695078581933751e-06,0.0,18-25,Muy Bajo,1
8013,5001,1,2,10.665087458730516,2,35,1,2,1650000,1,14.866332532446323,6.463685451542464e-06,9.009893043971685e-06,26-35,Bajo,0
8013,5837,1,2,8.294299608857235,2,42,1,1,1800000,4,0.0,4.6079416671753155e-06,0.0,36-45,Medio,1
8082,5001,1,2,13.169248871698304,2,20,0,1,2800000,4,0.0,4.703301488713148e-06,0.0,18-25,Muy Alto,1
8013,5837,1,1,8.517393171418904,2,25,0,2,1450000,4,0.0,5.874060205074965e-06,0.0,18-25,Muy Bajo,1
8013,5001,2,2,8.987321812850125,2,33,1,2,1400000,1,14.866332532446323,6.419510995242236e-06,1.0618801366889255e-05,26-35,Muy Bajo,0
8013,5659,2,2,12.83223297690862,2,70,0,1,1870000,1,14.866332532446323,6.8621530025431104e-06,7.949906193871726e-06,65+,Medio,0
8013,5001,1,2,11.858406995749029,2,35,0,1,2500000,4,0.0,4.743360900955251e-06,0.0,26-35,Alto,1
8013,5837,1,2,8.517393171418904,2,59,0,2,2100000,4,0.0,4.055899578818726e-06,0.0,56-65,Alto,1
8013,5212,3,1,11.849404844423074,2,21,0,2,1500000,1,14.866332532446323,7.89959796321674e-06,9.910881747709716e-06,18-25,Muy Bajo,0
699,68276,2,1,11.30361085159246,2,23,0,1,2000000,1,14.062371417145494,5.65180259989493e-06,7.0311821929816505e-06,18-25,Medio,0
8013,5250,2,1,11.625235774766011,2,34,1,2,1400000,4,0.0,8.303733907880074e-06,0.0,26-35,Muy Bajo,1
8013,5308,2,2,12.206077645517674,2,30,0,2,2800000,1,14.866332532446323,4.359311887930638e-06,5.30940257965848e-06,26-35,Muy Alto,0
8082,5001,3,2,11.677583604725283,2,24,1,2,1500000,4,0.0,7.785050546449826e-06,0.0,18-25,Muy Bajo,1
8013,5001,2,2,8.517393171418904,2,34,0,2,2500000,4,0.0,3.4069559057851993e-06,0.0,26-35,Alto,1
8013,5045,1,1,13.0560953615526,2,61,0,2,3500000,4,12.765691290604371,3.7303118946402017e-06,3.6473393266471556e-06,56-65,Muy Alto,1
8013,5001,1,2,9.38454574816788,2,24,0,2,1985000,1,14.866332532446323,4.727728473773001e-06,7.489332515422574e-06,18-25,Medio,0
25,17653,2,1,11.18846875195553,2,53,0,1,2000000,4,0.0,5.594231578861975e-06,0.0,46-55,Medio,1
8082,5001,1,1,11.23850177707664,2,29,0,2,1500000,4,0.0,7.492329523164745e-06,0.0,26-35,Muy Bajo,1
8013,5001,2,2,12.614280655109033,2,52,0,2,1750000,4,0.0,7.208156255401587e-06,0.0,46-55,Medio,1
25,17653,2,1,11.18846875195553,2,73,0,2,2000000,4,0.0,5.594231578861975e-06,0.0,65+,Medio,1
8013,5837,2,1,8.517393171418904,2,34,0,1,3000000,4,0.0,2.8391301107629313e-06,0.0,26-35,Muy Alto,1
8082,5001,1,1,11.407576060361786,2,33,3,1,1450000,4,0.0,7.867288409016122e-06,0.0,26-35,Muy Bajo,1
702,68081,1,1,12.639483605288737,2,31,0,2,3000000,4,0.0,4.213159797376313e-06,0.0,26-35,Muy Alto,1
8013,5790,1,1,9.15915233520675,2,52,0,1,1540000,1,14.866332532446323,5.9474976543565555e-06,9.653456414928511e-06,46-55,Bajo,0
8013,5045,1,2,10.81134280558918,2,33,1,2,1400000,4,0.0,7.722382202290697e-06,0.0,26-35,Muy Bajo,1
702,68001,1,1,10.751242451322511,2,27,0,2,3700000,1,14.45736497045232,2.9057404177248903e-06,3.907394881907416e-06,26-35,Muy Alto,0
8013,5001,2,1,12.50805325493754,2,24,0,2,1699000,1,14.866332532446323,7.362004645634428e-06,8.750043426958738e-06,18-25,Bajo,0
8082,5001,3,1,13.477636339024968,2,22,0,1,2400000,4,0.0,5.6156794680606255e-06,0.0,18-25,Alto,1
8013,5837,2,1,12.032242930768884,2,34,0,2,1960000,1,14.866332532446323,6.13889632238396e-06,7.584859667136049e-06,26-35,Medio,0
8013,5088,1,1,11.912446274020784,2,32,0,2,1450000,4,0.0,8.215474523135353e-06,0.0,26-35,Muy Bajo,1
8013,5001,2,1,11.583719380270308,2,18,0,2,1800000,4,0.0,6.435396080485682e-06,0.0,18-25,Medio,1
8082,5001,2,2,11.599112335481124,2,60,2,2,1500000,4,0.0,7.732736401829814e-06,0.0,56-65,Muy Bajo,1
8013,5001,2,2,11.041641015824773,2,44,1,2,2200000,1,14.866332532446323,5.018925453136054e-06,6.75742080682978e-06,36-45,Alto,0
8013,5001,2,1,11.65547482323746,2,35,1,1,2300000,4,0.0,5.067595545931267e-06,0.0,26-35,Alto,1
8082,5001,1,2,11.418482908671752,2,22,1,2,1600000,1,14.978661680269909,7.136547357577747e-06,9.36165769913263e-06,18-25,Bajo,0
8013,5001,2,1,12.564051239348023,2,34,0,2,2500000,4,0.0,5.025618485491815e-06,0.0,26-35,Alto,1
8013,5001,2,2,11.002116507732016,2,31,0,2,2000000,4,13.815511557963774,5.5010555033382565e-06,6.907752325105724e-06,26-35,Medio,1
8013,5425,2,2,10.896757843893464,2,26,1,2,1900000,1,14.866332532446323,5.7351326888214605e-06,7.824381425297315e-06,26-35,Medio,0
8082,5001,2,1,12.931500648426596,2,38,1,2,1359343,4,13.815511557963774,9.513045004374607e-06,1.0163366710680868e-05,36-45,Muy Bajo,1
8013,5837,1,1,8.294299608857235,2,32,0,2,1600000,1,14.866332532446323,5.183934015577012e-06,9.291452025621437e-06,26-35,Bajo,0
702,68001,2,1,11.835740580500785,2,26,0,1,1500000,1,0.0,7.890488460008217e-06,0.0,26-35,Muy Bajo,0
8013,5284,2,2,11.849404844423074,2,21,0,1,1500000,4,0.0,7.89959796321674e-06,0.0,18-25,Muy Bajo,1
8082,5001,2,2,12.54254845357358,2,32,0,2,3900000,1,14.062371417145494,3.216037240393933e-06,3.605735336259015e-06,26-35,Muy Alto,0
8082,5001,2,2,10.748647414747458,2,31,1,2,1300000,1,14.062371417145494,8.268183958895e-06,1.081720046149618e-05,26-35,Muy Bajo,0
8013,5604,1,1,10.86906356408504,2,30,0,2,2490000,1,14.866332532446323,4.3650840156630625e-06,5.970412273909256e-06,26-35,Alto,0
8082,5001,3,1,11.741398787785329,2,23,1,1,1400000,4,0.0,8.386707429341356e-06,0.0,18-25,Muy Bajo,1
8013,5837,1,2,11.603131732856378,2,22,0,2,2000000,4,13.592368256649284,5.801562965646706e-06,6.796180730234277e-06,18-25,Medio,1
8013,5250,2,2,12.121978826507982,2,30,1,1,2800000,4,0.0,4.329276606154063e-06,0.0,26-35,Muy Alto,1
8082,5001,1,1,12.69301942550613,2,42,1,1,1400000,1,14.978661680269909,9.066435970764399e-06,1.069903641516678e-05,36-45,Muy Bajo,0
8013,5665,1,2,11.293873531559273,2,28,0,2,1550000,4,13.592368256649284,7.28636531947997e-06,8.769264185409741e-06,26-35,Bajo,1
8013,5001,1,1,8.294299608857235,2,37,2,2,1800000,4,0.0,4.6079416671753155e-06,0.0,36-45,Medio,1
8013,5001,4,1,11.84947626993344,2,64,0,1,2500000,1,14.866332532446323,4.739788612057932e-06,5.946530634366275e-06,56-65,Alto,0
8013,5585,1,2,11.465550798511057,2,44,1,1,2340000,1,14.866332532446323,4.8998059396175714e-06,6.353130845861315e-06,36-45,Alto,0
8013,5001,1,2,11.51396492454489,2,65,0,2,1600000,4,0.0,7.196223580200819e-06,0.0,56-65,Bajo,1
8082,5088,3,2,13.212205909556012,2,61,0,1,2500000,1,15.009433329466964,5.284880249870305e-06,6.003770930278413e-06,56-65,Alto,0
8013,5001,1,2,12.159829734355435,2,49,0,2,1600000,4,0.0,7.5998888340416255e-06,0.0,46-55,Bajo,1
8013,5147,2,2,13.30795956673194,2,24,0,2,1750000,1,14.866332532446323,7.6045439783931206e-06,8.49504230708801e-06,18-25,Medio,0
8013,5837,1,1,11.790693555908195,2,25,0,2,1350000,4,12.765691290604371,8.733840608938952e-06,9.456060618180557e-06,18-25,Muy Bajo,1
8013,5088,1,2,11.108125135847542,2,27,1,1,1800000,4,0.0,6.171177202594633e-06,0.0,26-35,Medio,1
8013,5001,2,2,11.51293546492023,2,60,0,1,2000000,1,14.866332532446323,5.756464854227687e-06,7.4331625496418865e-06,56-65,Medio,0
8013,5001,1,2,11.590867506249811,2,19,0,2,2000000,1,14.866332532446323,5.795430855409478e-06,7.4331625496418865e-06,18-25,Medio,0
699,68001,1,1,10.878028324431728,2,41,0,2,2000000,4,0.0,5.439011442710143e-06,0.0,36-45,Medio,1
8082,5001,1,1,12.530284313323746,2,22,0,2,1800000,1,14.062371417145494,6.961265195588083e-06,7.812424224845149e-06,18-25,Medio,0
8013,5001,2,1,12.934558011979176,2,23,0,2,2600000,4,0.0,4.974828091211955e-06,0.0,18-25,Muy Alto,1
8013,5088,1,2,11.844342086334866,2,21,0,1,3000000,1,14.866332532446323,3.9481127127407175e-06,4.955442525667933e-06,18-25,Muy Alto,0
25,5129,2,1,10.788824109088376,2,46,0,2,1600000,4,0.0,6.743010853798451e-06,0.0,46-55,Bajo,1
8013,5001,3,2,14.055775498206684,2,36,1,1,1800000,4,0.0,7.808759827470476e-06,0.0,36-45,Medio,1
8013,5001,2,1,10.729700392283611,2,41,1,2,2000000,4,0.0,5.364847513718049e-06,0.0,36-45,Medio,1
702,68276,3,1,10.819017995463874,2,56,0,1,2000000,1,14.151983508870948,5.409506292978791e-06,7.075988216441366e-06,56-65,Medio,0
8082,5360,1,2,11.932694449787064,2,30,0,2,1550000,1,14.062371417145494,7.698507581470634e-06,9.072491835260425e-06,26-35,Bajo,0
8013,5001,3,1,13.229709919605211,2,35,0,2,1870000,4,0.0,7.0747074036886675e-06,0.0,26-35,Medio,1
8082,5001,2,1,11.695255355062796,2,51,0,2,1600000,1,14.87822931227591,7.30953002845798e-06,9.298887508367751e-06,46-55,Bajo,0
8013,5250,1,1,10.12667110305036,2,29,3,2,2000000,4,0.0,5.063333019858669e-06,0.0,26-35,Medio,1
8013,5001,2,2,12.013706813470414,2,19,0,2,1300000,4,0.0,9.241305824741992e-06,0.0,18-25,Muy Bajo,1
702,68001,3,1,9.210440366976515,2,55,0,2,1700000,4,0.0,5.417902911219767e-06,0.0,46-55,Bajo,1
8013,5250,1,2,10.308985993422082,2,46,2,1,2500000,1,14.866332532446323,4.1235927479317335e-06,5.946530634366275e-06,46-55,Alto,0
699,68001,1,1,8.898365606955357,2,22,0,1,2000000,4,0.0,4.449180578887389e-06,0.0,18-25,Medio,1
8013,5001,3,2,10.819798284210286,2,30,0,1,5000000,1,14.062371417145494,2.1639592240502124e-06,2.8124737209343546e-06,26-35,Muy Alto,0
8013,5045,1,1,12.616916595032668,2,44,1,1,2600000,1,14.866332532446323,4.852658362451656e-06,5.717818005626276e-06,36-45,Muy Alto,0
8013,5790,2,1,12.173709564973082,2,31,0,2,1400000,1,14.866332532446323,8.695500621051758e-06,1.0618801366889255e-05,26-35,Muy Bajo,0
8013,5212,1,2,11.440365524765756,2,18,0,1,2000000,4,0.0,5.720179902292927e-06,0.0,18-25,Medio,1
8013,5088,1,2,10.567592047643345,2,48,0,2,1300000,4,0.0,8.128910706717413e-06,0.0,46-55,Muy Bajo,1
8013,5837,2,1,11.82538307340341,2,41,0,2,2100000,4,0.0,5.6311321153672835e-06,0.0,36-45,Alto,1
8013,17614,1,1,8.294299608857235,2,18,0,2,1400000,4,0.0,5.924495488829819e-06,0.0,18-25,Muy Bajo,1
8013,5001,1,2,10.91439731633602,2,24,0,1,2000000,4,0.0,5.457195929570045e-06,0.0,18-25,Medio,1
8013,5001,2,1,12.639224254054392,2,26,1,2,1300000,4,13.42714000185947,9.722472716601289e-06,1.032856128715245e-05,26-35,Muy Bajo,1
699,68081,1,2,11.714183260782509,2,52,0,2,2100000,4,0.0,5.578179848858409e-06,0.0,46-55,Alto,1
25,66170,3,1,11.499475417245824,2,54,1,2,1800000,1,14.866332532446323,6.388593904806622e-06,8.259069040765157e-06,46-55,Medio,0
8013,5001,2,1,12.75066471184502,2,34,0,1,2000000,1,14.866332532446323,6.375329168257926e-06,7.4331625496418865e-06,26-35,Medio,0
8013,5001,2,2,12.013706813470414,2,22,0,1,1600000,4,0.0,7.508562065567717e-06,0.0,18-25,Bajo,1
8082,5001,3,2,11.846844444803724,2,44,0,2,1600000,1,14.062371417145494,7.404273150331608e-06,8.788976642605533e-06,36-45,Bajo,0
8013,5079,1,2,11.51293546492023,2,31,0,2,2300000,4,0.0,5.0056219388253436e-06,0.0,26-35,Alto,1
8082,5001,3,1,13.1421679654829,2,27,0,1,1700000,4,0.0,7.730682491059063e-06,0.0,26-35,Bajo,1
699,20614,1,1,10.812028330950222,2,30,0,2,2500000,4,0.0,4.324809602456248e-06,0.0,26-35,Alto,1
8013,5088,2,2,11.955480813256736,2,73,0,2,1200000,1,14.866332532446323,9.962892375303635e-06,1.2388600119871837e-05,65+,Muy Bajo,0
8013,5088,2,1,8.517393171418904,2,46,1,1,1300000,4,14.866332532446323,6.551835861217726e-06,1.1435631612934392e-05,46-55,Muy Bajo,1
8013,5147,2,1,13.73794893651589,2,24,0,2,1500000,4,0.0,9.158626518592913e-06,0.0,18-25,Muy Bajo,1
699,68689,1,1,10.409039293799411,2,23,0,1,2000000,1,14.220976332738882,5.204517044641183e-06,7.1104846111271355e-06,18-25,Medio,0
8013,5837,1,1,10.643112702392486,2,32,0,2,1800000,1,14.866332532446323,5.912837105308545e-06,8.259069040765157e-06,26-35,Medio,0
8013,5001,1,2,13.3664633998847,2,32,0,2,1900000,4,0.0,7.034977034161929e-06,0.0,26-35,Medio,1
8082,5001,2,1,11.695255355062796,2,19,0,1,1500000,1,14.914123179965662,7.796831705487394e-06,9.942742158149002e-06,18-25,Muy Bajo,0
8082,5360,2,1,12.206077645517674,2,29,1,2,2100000,4,13.592368256649284,5.8124151586202456e-06,6.47255323052193e-06,26-35,Alto,1
25,66682,3,1,9.65252306301951,2,48,0,2,1800000,1,14.866332532446323,5.362509833616487e-06,8.259069040765157e-06,46-55,Medio,0
8013,5837,1,2,11.1675719059027,2,27,0,2,1550000,4,0.0,7.204880452272418e-06,0.0,26-35,Bajo,1
702,54385,1,2,12.087812621132748,2,47,0,2,1800000,1,14.45736497045232,6.715447725380568e-06,8.031864965881863e-06,46-55,Medio,0
8013,5001,3,1,12.725244343720812,2,63,0,2,2200000,1,14.866332532446323,5.78419934523703e-06,6.75742080682978e-06,56-65,Alto,0
8013,5837,1,1,14.731801689838347,2,26,0,1,1900000,4,12.765691290604371,7.753575755927679e-06,6.718781353591062e-06,26-35,Medio,1
702,68081,2,1,11.958373815944803,2,30,0,2,2100000,1,14.062371417145494,5.694461010230378e-06,6.6963641527530194e-06,26-35,Alto,0
25,17380,3,1,11.765674419381892,2,58,0,1,1800000,1,14.866332532446323,6.5364821571665195e-06,8.259069040765157e-06,56-65,Medio,0
8082,5001,2,2,11.721848380644468,2,21,0,1,1000000,4,13.815511557963774,1.172183665880781e-05,1.381549774246603e-05,18-25,Muy Bajo,1
25,17380,3,1,12.4700471513245,2,20,0,2,1900000,4,0.0,6.563179256918549e-06,0.0,18-25,Medio,1
702,13873,2,1,10.37763881843274,2,31,0,1,2000000,1,14.648420115681892,5.188816814807962e-06,7.3242063957377485e-06,26-35,Medio,0
702,68327,2,1,9.59315078951954,2,37,0,1,3700000,1,14.062371417145494,2.592742755885617e-06,3.800639896352864e-06,36-45,Muy Alto,0
8013,5001,3,2,12.70320494216416,2,25,0,1,1500000,4,0.0,8.468797648911007e-06,0.0,18-25,Muy Bajo,1
8013,5001,1,2,11.281926137690435,2,26,1,2,1500000,4,13.815511557963774,7.521279077607572e-06,9.21033489841925e-06,26-35,Muy Bajo,1
8013,5079,2,1,12.380886926447095,2,47,0,1,1900000,1,14.866332532446323,6.516252847470657e-06,7.824381425297315e-06,46-55,Medio,0
8013,5001,2,2,12.407796422670758,2,28,0,2,2400000,1,14.866332532446323,5.1699130219823905e-06,6.194302640893201e-06,26-35,Alto,0
8013,5837,2,1,12.318427642670956,2,29,0,1,1600000,1,14.866332532446323,7.699012464786558e-06,9.291452025621437e-06,26-35,Bajo,0
8082,5001,1,1,12.356318568851645,2,55,0,2,1600000,4,13.815511557963774,7.722694278848354e-06,8.63468932704653e-06,46-55,Bajo,1
8013,5001,2,2,10.78727575364831,2,32,0,2,2300000,4,0.0,4.690117853708893e-06,0.0,26-35,Alto,1
