credit_line,city,socioeconomic_level,housing_status,invoice_value,has_disability,age,dependents,gender,income,target,approved_limit,invoice_to_income_ratio,limit_to_income_ratio,age_group,income_category,default
8013,5001,2,1,10.616559901903344,2,42,0,1,1800000,4,13.815511557963774,5.898085557676548e-06,7.675279934824355e-06,36-45,Medio,1
8013,5250,1,1,10.308985993422082,2,31,1,2,2000000,1,14.866332532446323,5.154490419465831e-06,7.4331625496418865e-06,26-35,Medio,0
8013,5045,1,1,11.377094287008363,2,19,1,1,2000000,4,0.0,5.688544299232032e-06,0.0,18-25,Medio,1
8013,5088,1,1,12.011237114555856,2,37,0,2,3300000,4,0.0,3.6397677196327685e-06,0.0,36-45,Muy Alto,1
8013,5147,1,2,11.002116507732016,2,28,1,2,1600000,4,0.0,6.876318519633435e-06,0.0,26-35,Bajo,1
702,68001,2,1,12.001407315461735,2,35,1,2,1500000,1,0.0,8.000932876352573e-06,0.0,26-35,Muy Bajo,0
8013,5001,2,1,10.819798284210286,2,27,1,2,2500000,4,0.0,4.3279175825170816e-06,0.0,26-35,Alto,1
8013,5001,2,2,11.695255355062796,2,41,1,2,1500000,4,0.0,7.796831705487394e-06,0.0,36-45,Muy Bajo,1
702,68276,3,1,11.156264806643742,2,44,0,2,1300000,1,14.062371417145494,8.581735557621681e-06,1.081720046149618e-05,36-45,Muy Bajo,0
8013,5736,2,1,11.264476926102368,2,30,2,2,2100000,1,14.866332532446323,5.364034077175377e-06,7.079202596782727e-06,26-35,Alto,0
25,17388,3,1,11.537705878584026,2,23,0,2,1800000,1,14.866332532446323,6.4098330381949936e-06,8.259069040765157e-06,18-25,Medio,0
8013,5088,1,2,14.51822730382608,2,28,1,2,1500000,1,14.866332532446323,9.678811750009553e-06,9.910881747709716e-06,26-35,Muy Bajo,0
101,5059,1,2,10.714439990727769,2,44,0,2,1500000,4,0.0,7.142955231848358e-06,0.0,36-45,Muy Bajo,1
8082,5001,2,2,12.765691290604371,2,61,0,2,2500000,1,14.731801689838347,5.106274473731959e-06,5.892718318848011e-06,56-65,Alto,0
8082,5360,1,2,11.694229837941414,2,39,0,2,1700000,4,13.592368256649284,6.878954681756901e-06,7.995506035966616e-06,36-45,Bajo,1
8013,5172,1,2,13.112777580100731,2,53,1,1,1800000,4,13.592368256649284,7.2848723862379696e-06,7.551311502965433e-06,46-55,Medio,1
8013,5001,2,2,13.200621724822795,2,29,0,2,1500000,1,14.866332532446323,8.800408616276119e-06,9.910881747709716e-06,26-35,Muy Bajo,0
8013,5411,2,2,12.139067083748811,2,29,0,1,2000000,1,14.866332532446323,6.069530507109152e-06,7.4331625496418865e-06,26-35,Medio,0
8013,5250,1,2,10.819798284210286,2,43,0,2,1500000,1,14.866332532446323,7.213194047344159e-06,9.910881747709716e-06,36-45,Muy Bajo,0
8188,5266,2,2,11.382418066890446,2,40,1,1,3800000,1,14.508658238524095,2.9953723872415946e-06,3.818066952751879e-06,36-45,Muy Alto,0
8013,5001,2,1,11.72525070884856,2,26,0,1,2600000,4,0.0,4.5097100765917244e-06,0.0,26-35,Muy Alto,1
8013,5001,1,2,10.49124643927466,2,24,0,2,1300000,4,0.0,8.07018336083946e-06,0.0,18-25,Muy Bajo,1
8082,5001,2,1,12.275248833546955,2,23,0,2,1350000,4,0.0,9.092770178353168e-06,0.0,18-25,Muy Bajo,1
8013,5837,1,1,8.796338932845732,2,29,0,2,1400000,1,14.866332532446323,6.28309474982213e-06,1.0618801366889255e-05,26-35,Muy Bajo,0
8013,5665,1,2,9.90353755128617,2,18,0,1,2600000,4,0.0,3.8090514393210503e-06,0.0,18-25,Muy Alto,1
8013,5001,1,1,11.99842097298388,2,28,2,1,1800000,4,0.0,6.665785726221197e-06,0.0,26-35,Medio,1
8082,5001,2,2,11.156264806643742,2,45,0,2,1500000,1,14.062371417145494,7.43750491275922e-06,9.37490802815831e-06,36-45,Muy Bajo,0
8013,5147,2,2,12.55641256551103,2,21,0,2,1400000,1,14.866332532446323,8.968859711893798e-06,1.0618801366889255e-05,18-25,Muy Bajo,0
8013,5360,2,2,12.66261419118081,2,29,0,2,1480000,4,13.592368256649284,8.55581461849067e-06,9.184026400420867e-06,26-35,Muy Bajo,1
8013,5585,1,2,12.11457120326768,2,68,1,2,1800000,1,14.866332532446323,6.730313596085602e-06,8.259069040765157e-06,65+,Medio,0
8013,5837,1,2,12.396622754737438,2,19,1,2,1300000,1,13.592368256649284,9.535856322216243e-06,1.045565984691495e-05,18-25,Muy Bajo,0
8082,5001,2,2,11.695255355062796,2,20,1,2,1800000,1,13.815511557963774,6.4973604765012885e-06,7.675279934824355e-06,18-25,Medio,0
8013,5045,3,2,11.603168281896057,2,46,0,1,1870000,4,0.0,6.204899506415267e-06,0.0,46-55,Medio,1
8013,5001,2,2,11.775297421715829,2,26,0,2,1300000,1,14.866332532446323,9.05791412600131e-06,1.1435631612934392e-05,26-35,Muy Bajo,0
699,68547,3,1,13.122365377402328,2,46,0,1,1800000,1,14.062371417145494,7.2901989373352175e-06,7.812424224845149e-06,46-55,Medio,0
702,68001,1,1,10.778977123006351,2,54,0,2,1500000,1,14.062371417145494,7.185979958017595e-06,9.37490802815831e-06,46-55,Muy Bajo,0
702,68547,1,1,10.779060451131723,2,41,1,2,1800000,1,14.403297778421797,5.988363590426741e-06,8.001827653663412e-06,36-45,Medio,0
8013,5001,1,1,9.210440366976515,2,29,0,1,1600000,4,0.0,5.7565216315343025e-06,0.0,26-35,Bajo,1
8013,5308,2,2,11.918397239722838,2,68,1,1,1650000,1,14.866332532446323,7.2232666766400975e-06,9.009893043971685e-06,65+,Bajo,0
8013,5001,2,1,12.951691301150166,2,31,2,2,1400000,1,14.866332532446323,9.251201464249073e-06,1.0618801366889255e-05,26-35,Muy Bajo,0
8013,5001,2,1,11.95351315676876,2,28,0,2,2500000,4,0.0,4.781403350146164e-06,0.0,26-35,Alto,1
8013,5837,1,1,12.70513434487592,2,38,0,2,1980000,4,13.592368256649284,6.41673127684073e-06,6.864828985767827e-06,36-45,Medio,1
8082,5001,3,2,12.611541086966117,2,28,0,2,1800000,1,15.319588176962746,7.006407822532386e-06,8.51087759226953e-06,26-35,Medio,0
25,17541,2,1,10.448859520054702,2,35,2,1,2200000,1,14.77102238760702,4.749479441170573e-06,6.714098033413176e-06,26-35,Alto,0
8013,5045,3,2,13.165315581416412,2,29,0,2,4000000,4,0.0,3.2913280725220848e-06,0.0,26-35,Muy Alto,1
8013,5088,1,2,11.732550834735129,2,23,0,2,1800000,4,0.0,6.518080175919418e-06,0.0,18-25,Medio,1
8013,5001,1,1,11.349441363961894,2,30,0,2,2700000,4,0.0,4.2034952446172776e-06,0.0,26-35,Muy Alto,1
8013,5001,2,1,11.628385805256968,2,52,0,2,2800000,4,0.0,4.152993447236972e-06,0.0,46-55,Muy Alto,1
8013,5001,2,1,10.89807177078019,2,22,1,1,1600000,4,0.0,6.811290599680994e-06,0.0,18-25,Bajo,1
8013,5790,2,1,9.210440366976515,2,30,0,1,1600000,1,14.866332532446323,5.7565216315343025e-06,9.291452025621437e-06,26-35,Bajo,0
25,0,3,1,10.890870284517696,2,36,0,2,2000000,1,14.866332532446323,5.4454324195426385e-06,7.4331625496418865e-06,36-45,Medio,0
8013,5837,1,1,11.46608539812441,2,41,1,2,1600000,1,14.866332532446323,7.1662988948909464e-06,9.291452025621437e-06,36-45,Bajo,0
8013,5088,3,2,12.265765068278156,2,45,0,2,1400000,1,14.866332532446323,8.761254505016894e-06,1.0618801366889255e-05,36-45,Muy Bajo,0
8013,5001,1,2,11.648792876975632,2,19,1,1,1500000,4,0.0,7.765856740745928e-06,0.0,18-25,Muy Bajo,1
8013,5001,1,1,11.928875414520668,2,56,0,1,1400000,1,14.914123179965662,8.520619209929613e-06,1.0652937519305816e-05,56-65,Muy Bajo,0
8013,5088,1,1,9.210440366976515,2,31,1,2,1870000,1,14.866332532446323,4.925366546315492e-06,7.949906193871726e-06,26-35,Medio,0
8013,5147,1,2,12.878496575150008,2,48,2,1,2300000,1,14.866332532446323,5.599343902524394e-06,6.4636200299244754e-06,46-55,Alto,0
8082,5001,3,2,12.736141916862868,2,23,0,2,1750000,1,15.150511887854474,7.277791222326655e-06,8.657430417385175e-06,18-25,Medio,0
699,68547,3,1,11.146935845249686,2,21,0,2,2300000,4,0.0,4.846491738590412e-06,0.0,18-25,Alto,1
8013,5887,2,2,11.784843942242532,2,39,0,2,2080000,1,14.866332532446323,5.6657876329110086e-06,7.147271819795435e-06,36-45,Alto,0
8082,5001,2,2,12.206077645517674,2,18,0,2,1400000,4,0.0,8.718620662069295e-06,0.0,18-25,Muy Bajo,1
702,68307,1,1,11.34506287173389,2,50,0,2,2700000,4,0.0,4.201873581429744e-06,0.0,46-55,Muy Alto,1
8013,5250,1,2,11.51293546492023,2,35,2,2,1200000,1,14.508658238524095,9.594104892346114e-06,1.2090538456654699e-05,26-35,Muy Bajo,0
8082,5001,2,2,11.695255355062796,2,58,0,2,1400000,4,0.0,8.353747858082099e-06,0.0,56-65,Muy Bajo,1
699,68655,1,1,10.677292636113528,2,29,0,2,20000000,1,14.978661680269909,5.338646051124461e-07,7.489330465668431e-07,26-35,Muy Alto,0
8013,5001,2,2,11.918397239722838,2,43,1,2,1300000,1,14.866332532446323,9.167990824409241e-06,1.1435631612934392e-05,36-45,Muy Bajo,0
8013,5318,1,1,11.47434054965466,2,59,2,1,2300000,1,14.866332532446323,4.988841548179613e-06,6.4636200299244754e-06,56-65,Alto,0
8013,5001,2,1,13.247894099851536,2,34,2,1,1300000,4,0.0,1.0190679930132004e-05,0.0,26-35,Muy Bajo,1
699,68307,3,2,12.308981157482448,2,29,1,1,4000000,1,14.062371417145494,3.0772445200594817e-06,3.5155919753883795e-06,26-35,Muy Alto,0
101,5059,2,1,11.429000230032468,2,66,0,2,1500000,4,0.0,7.6193284071360406e-06,0.0,65+,Muy Bajo,1
8013,5001,3,1,12.776478581304998,2,44,3,2,1500000,1,14.866332532446323,8.517646709105526e-06,9.910881747709716e-06,36-45,Muy Bajo,0
699,68406,3,1,12.593784425094354,2,44,1,2,7300000,1,15.319588176962746,1.7251757123176221e-06,2.098573435395796e-06,36-45,Muy Alto,0
8082,5001,3,1,12.479913113434042,2,28,1,1,2900000,4,0.0,4.303416831040418e-06,0.0,26-35,Muy Alto,1
702,68001,1,1,9.210440366976515,2,66,0,2,1500000,1,14.062371417145494,6.14028948445802e-06,9.37490802815831e-06,65+,Muy Bajo,0
702,68547,2,1,11.042617789507126,2,51,0,2,3700000,1,14.77102238760702,2.9844904878423348e-06,3.992167133902672e-06,46-55,Muy Alto,0
8013,5837,1,2,8.294299608857235,2,72,0,2,1800000,4,12.765691290604371,4.6079416671753155e-06,7.092046776976441e-06,65+,Medio,1
8013,5001,3,1,11.543309169604669,2,25,1,1,1600000,1,14.866332532446323,7.214563721900592e-06,9.291452025621437e-06,18-25,Bajo,0
8013,5837,1,1,12.137552876398368,2,37,0,2,2300000,1,14.866332532446323,5.277194608349461e-06,6.4636200299244754e-06,36-45,Alto,0
8013,5045,1,1,11.951341673218078,2,55,0,1,2000000,1,14.866332532446323,5.975667848775114e-06,7.4331625496418865e-06,46-55,Medio,0
25,17486,3,1,10.940508085197596,2,43,0,2,1400000,1,14.866332532446323,7.814643050396105e-06,1.0618801366889255e-05,36-45,Muy Bajo,0
8082,5001,2,1,12.206077645517674,2,43,1,2,2600000,1,14.062371417145494,4.694643442643935e-06,5.408602310978147e-06,36-45,Muy Alto,0
8013,5837,1,1,12.289374651300976,2,31,0,2,1600000,4,0.0,7.680854356529138e-06,0.0,26-35,Bajo,1
8082,5001,3,1,11.695255355062796,2,46,1,2,1800000,1,14.062371417145494,6.4973604765012885e-06,7.812424224845149e-06,46-55,Medio,0
8013,5250,1,1,12.766873445347306,2,59,0,2,1700000,1,14.866332532446323,7.509921138485981e-06,8.744896345617634e-06,56-65,Bajo,0
8013,5837,1,2,9.210440366976515,2,21,0,2,1800000,4,0.0,5.116908472260024e-06,0.0,18-25,Medio,1
8013,5001,1,2,11.695255355062796,2,28,0,1,2100000,1,14.866332532446323,5.569166564712491e-06,7.079202596782727e-06,26-35,Alto,0
8013,5001,1,2,11.73176376196255,2,27,0,1,1600000,1,14.866332532446323,7.332347768509239e-06,9.291452025621437e-06,26-35,Bajo,0
8013,5250,1,2,11.51293546492023,2,44,2,1,3500000,1,14.866332532446323,3.289409193003153e-06,4.247522367121131e-06,36-45,Muy Alto,0
8082,5001,3,1,12.029860388900396,2,23,0,1,2000000,1,15.319588176962746,6.0149271869866044e-06,7.659790258586243e-06,18-25,Medio,0
8082,5001,2,2,11.251573687764475,2,41,0,2,1650000,1,14.151983508870948,6.819131435535175e-06,8.576954504191785e-06,36-45,Bajo,0
8013,5088,1,2,11.118118358049584,2,32,0,1,2200000,4,0.0,5.0536878656189625e-06,0.0,26-35,Alto,1
8082,5001,2,2,12.611541086966117,2,52,0,2,2200000,4,0.0,5.732516070204567e-06,0.0,46-55,Alto,1
699,68547,2,1,10.9818631197028,2,23,0,2,2000000,4,0.0,5.490928814386992e-06,0.0,18-25,Medio,1
8013,5360,2,1,12.297466073959384,2,63,0,2,2500000,1,14.866332532446323,4.918984461989969e-06,5.946530634366275e-06,56-65,Alto,0
8013,5360,1,2,9.210440366976515,2,21,0,2,2500000,4,0.0,3.6841746731207367e-06,0.0,18-25,Alto,1
8013,5001,2,1,9.90353755128617,2,31,1,1,1700000,4,0.0,5.825606897458396e-06,0.0,26-35,Bajo,1
8082,5001,2,1,11.51293546492023,2,36,0,2,1800000,4,0.0,6.396071704915847e-06,0.0,36-45,Medio,1
8013,5001,3,2,13.56711458114368,2,24,0,2,1400000,4,0.0,9.690789207396053e-06,0.0,18-25,Muy Bajo,1
8013,5001,2,2,13.017005083966255,2,44,0,1,2800000,4,0.0,4.648928726799117e-06,0.0,36-45,Muy Alto,1
8082,5001,3,2,12.206077645517674,2,28,0,2,2000000,4,0.0,6.103035771240951e-06,0.0,26-35,Medio,1
8082,5001,2,2,12.206077645517674,2,47,1,1,7000000,1,16.118095750958314,1.7437251288275063e-06,2.3025847783390764e-06,46-55,Muy Alto,0
8082,5001,1,2,10.890255387214118,2,57,0,2,1923467,1,14.403297778421797,5.661781421481469e-06,7.48819204604485e-06,56-65,Medio,0
699,68689,1,1,11.689019336592777,2,57,0,2,2300000,4,0.0,5.0821801106142025e-06,0.0,56-65,Alto,1
8082,5001,3,1,12.689211503700076,2,28,1,2,1850000,4,13.815511557963774,6.85902953765975e-06,7.467840048715527e-06,26-35,Medio,1
8013,5604,1,2,12.112679127755111,2,32,0,2,3500000,4,0.0,3.4607644762830385e-06,0.0,26-35,Muy Alto,1
8082,5360,2,1,11.86960640889096,2,72,0,2,1650000,1,15.1764873675101,7.193696494057251e-06,9.197865557360329e-06,65+,Bajo,0
8013,5001,2,1,11.935752315340252,2,20,0,1,1800000,4,0.0,6.630969824650238e-06,0.0,18-25,Medio,1
699,68001,6,1,11.97628205149417,2,38,0,1,5000000,1,14.062371417145494,2.395255931247648e-06,2.8124737209343546e-06,36-45,Muy Alto,0
8082,5001,3,1,11.600212637258172,2,31,2,1,2000000,4,0.0,5.800103418577377e-06,0.0,26-35,Medio,1
25,5129,2,1,11.510081424518493,2,39,0,1,1600000,4,0.0,7.193796394201312e-06,0.0,36-45,Bajo,1
8082,5001,3,2,12.100717685412471,2,65,0,1,1500000,1,14.062371417145494,8.06713974551515e-06,9.37490802815831e-06,56-65,Muy Bajo,0
8013,5001,2,2,11.723648196284437,2,30,1,1,2400000,4,0.0,4.884851379763773e-06,0.0,26-35,Alto,1
8013,5001,2,2,12.052268572294576,2,51,0,2,1300000,1,14.866332532446323,9.270968693327602e-06,1.1435631612934392e-05,46-55,Muy Bajo,0
8082,5001,2,1,12.206077645517674,2,27,1,2,3500000,1,14.062371417145494,3.4874497594479754e-06,4.0178192569503535e-06,26-35,Muy Alto,0
8013,5250,1,2,11.51293546492023,2,22,0,2,1400000,1,14.508658238524095,8.223519458143408e-06,1.0363319910860132e-05,18-25,Muy Bajo,0
8013,5250,1,2,9.210440366976515,2,34,2,2,1300000,4,0.0,7.084948678482951e-06,0.0,26-35,Muy Bajo,1
8013,5790,2,1,12.290955926395345,2,73,1,1,2100000,4,12.765691290604371,5.852833368362846e-06,6.0788977198603104e-06,65+,Alto,1
8013,5250,2,2,12.039291705377831,2,28,1,2,1375000,4,12.765691290604371,8.755842145116863e-06,9.284132368343274e-06,26-35,Muy Bajo,1
8013,5001,2,1,10.948927589699393,2,33,2,2,1400000,4,0.0,7.82065697788744e-06,0.0,26-35,Muy Bajo,1
8013,66001,1,1,11.152471962691411,2,36,2,2,1400000,4,0.0,7.966045711889785e-06,0.0,36-45,Muy Bajo,1
702,68001,2,1,8.655040258108363,2,22,0,1,1500000,1,14.77102238760702,5.770022992056914e-06,9.847341693510218e-06,18-25,Muy Bajo,0
8082,5001,2,2,12.206077645517674,2,51,0,2,2100000,4,0.0,5.8124151586202456e-06,0.0,46-55,Alto,1
8013,5001,2,2,11.60824473564232,2,24,0,2,3000000,1,14.866332532446323,3.869413622076232e-06,4.955442525667933e-06,18-25,Muy Alto,0
8013,5088,2,1,11.918397239722838,2,21,0,1,1300000,1,14.866332532446323,9.167990824409241e-06,1.1435631612934392e-05,18-25,Muy Bajo,0
8013,5088,2,2,13.918758243166968,2,61,0,1,4000000,1,14.866332532446323,3.4796886908695693e-06,3.7165822039660297e-06,56-65,Muy Alto,0
8013,5001,2,1,11.37940550085183,2,56,0,2,1400000,1,14.866332532446323,8.128140980507749e-06,1.0618801366889255e-05,56-65,Muy Bajo,0
8013,5001,3,2,13.416098095584006,2,18,0,1,1600000,4,0.0,8.38505606907996e-06,0.0,18-25,Bajo,1
25,0,1,1,11.830083811986396,2,42,0,2,1500000,1,14.866332532446323,7.886717283512742e-06,9.910881747709716e-06,36-45,Muy Bajo,0
8013,5736,1,2,11.407576060361786,2,35,2,2,2500000,4,0.0,4.563028598933274e-06,0.0,26-35,Alto,1
8013,5250,1,1,10.308985993422082,2,58,0,2,2300000,4,0.0,4.482165874459221e-06,0.0,56-65,Alto,1
8013,5001,2,1,12.510088099102587,2,64,0,2,2000000,4,0.0,6.255040922030832e-06,0.0,56-65,Medio,1
8013,5411,2,1,11.260404594945342,2,37,1,2,1500000,1,14.866332532446323,7.5069313920093e-06,9.910881747709716e-06,36-45,Muy Bajo,0
8082,5001,1,2,11.407576060361786,2,39,1,2,1950000,4,0.0,5.850036005295272e-06,0.0,36-45,Medio,1
8013,5001,2,1,11.404047659784364,2,51,0,1,2800000,4,0.0,4.072872709611305e-06,0.0,46-55,Muy Alto,1
8013,5001,2,1,11.796147606699916,2,23,0,1,1500000,1,14.866332532446323,7.864093161737837e-06,9.910881747709716e-06,18-25,Muy Bajo,0
8013,5001,1,1,10.02751770095298,2,39,0,1,2200000,1,14.866332532446323,4.557960519542028e-06,6.75742080682978e-06,36-45,Alto,0
702,68547,1,1,11.271439719408152,2,22,0,1,1700000,4,0.0,6.630254758325525e-06,0.0,18-25,Bajo,1
8013,5001,1,2,9.210440366976515,2,42,0,2,1600000,4,14.077875591662238,5.7565216315343025e-06,8.798666745622183e-06,36-45,Bajo,1
8013,5001,1,2,11.33959536361373,2,18,0,2,1450000,4,0.0,7.820405202212778e-06,0.0,18-25,Muy Bajo,1
8082,5266,5,2,13.874521643436683,2,35,0,2,1800000,4,0.0,7.708063297429658e-06,0.0,26-35,Medio,1
8082,5360,2,2,12.206077645517674,2,29,1,1,4500000,4,12.765691290604371,2.7124610962347948e-06,2.836819656396603e-06,26-35,Muy Alto,1
8013,5172,1,2,12.41180550658459,2,74,1,1,1300000,1,14.866332532446323,9.547535353114799e-06,1.1435631612934392e-05,65+,Muy Bajo,0
8013,5001,2,2,11.79848779234903,2,67,0,2,1300000,1,14.866332532446323,9.075752858920132e-06,1.1435631612934392e-05,65+,Muy Bajo,0
8013,5088,3,1,12.614287303492643,2,25,0,2,2700000,1,14.866332532446323,4.671956530198561e-06,5.506047046814547e-06,18-25,Muy Alto,0
8013,5001,2,2,11.213521626934154,2,42,0,2,1680000,1,14.866332532446323,6.674711281085043e-06,8.849002192526269e-06,36-45,Bajo,0
8082,5001,2,2,11.695255355062796,2,26,0,1,3000000,1,16.118095750958314,3.898417152215214e-06,5.37269679275384e-06,26-35,Muy Alto,0
8082,5360,2,2,11.238712278465412,2,58,0,2,1600000,4,0.0,7.024190783921643e-06,0.0,56-65,Bajo,1
8013,5318,2,1,11.929040329243636,2,26,2,2,1300000,4,0.0,9.176177810050636e-06,0.0,26-35,Muy Bajo,1
8082,5360,1,2,11.932733880927156,2,59,0,1,1500000,4,0.0,7.95515061718436e-06,0.0,56-65,Muy Bajo,1
8013,5001,2,1,11.569003295189932,2,23,1,2,1300000,4,0.0,8.89922645843344e-06,0.0,18-25,Muy Bajo,1
8013,5172,1,1,11.78404360987134,2,36,0,2,2000000,1,14.866332532446323,5.892018858926241e-06,7.4331625496418865e-06,36-45,Medio,0
699,68001,1,1,10.868930287869889,2,24,0,1,2200000,4,0.0,4.940420612476944e-06,0.0,18-25,Alto,1
8013,5736,3,1,13.67903196947857,2,64,2,1,3000000,1,14.866332532446323,4.559675803267589e-06,4.955442525667933e-06,56-65,Muy Alto,0
8013,5001,2,2,13.272542179759162,2,44,0,1,4000000,4,0.0,3.3181347154061115e-06,0.0,36-45,Muy Alto,1
8082,5001,3,2,11.60824473564232,2,61,1,2,1350000,4,0.0,8.598693434776952e-06,0.0,56-65,Muy Bajo,1
699,68001,1,1,10.78039275767599,2,30,1,2,2800000,1,14.403297778421797,3.850138895548963e-06,5.144033083710255e-06,26-35,Muy Alto,0
8082,5001,3,1,11.561020149254343,2,44,0,2,1400000,4,0.0,8.257865636706218e-06,0.0,36-45,Muy Bajo,1
101,5059,3,2,11.156264806643742,2,29,0,1,5000000,1,14.062371417145494,2.2312525150782455e-06,2.8124737209343546e-06,26-35,Muy Alto,0
8082,5001,2,1,11.472113887062386,2,46,0,1,3000000,4,13.815511557963774,3.8240366876752326e-06,4.6051689842649296e-06,46-55,Muy Alto,1
8082,5001,1,1,11.661354090741,2,33,2,2,1654000,1,14.978661680269909,7.0503911973094334e-06,9.056017306077752e-06,26-35,Bajo,0
8013,5001,2,1,10.45834920029173,2,44,0,2,2200000,4,0.0,4.7537929302267275e-06,0.0,36-45,Alto,1
699,23168,2,1,10.789339695269716,2,25,0,2,2400000,4,0.0,4.495556333213909e-06,0.0,18-25,Alto,1
702,68276,2,1,11.9602616171537,2,42,0,1,2000000,4,0.0,5.980127818512941e-06,0.0,36-45,Medio,1
8013,5001,1,1,12.697369824408552,2,44,0,1,1860000,1,14.866332532446323,6.826539246166294e-06,7.992647602042324e-06,36-45,Medio,0
642,54261,1,1,10.73358838809481,2,27,1,2,1600000,4,0.0,6.708488549753913e-06,0.0,26-35,Bajo,1
699,68001,4,1,9.355219633294269,2,28,0,1,1800000,1,14.151983508870948,5.197341353307175e-06,7.862208692590143e-06,26-35,Medio,0
8082,5088,4,2,12.657151449598697,2,21,0,1,2900000,1,14.062371417145494,4.364533477608696e-06,4.849091920018474e-06,18-25,Muy Alto,0
8013,5001,1,1,11.859355104555387,2,26,0,1,1980000,4,0.0,5.989570260093498e-06,0.0,26-35,Medio,1
699,68679,3,1,11.65710372798614,2,40,0,1,2000000,4,0.0,5.828548949718595e-06,0.0,36-45,Medio,1
702,68001,1,1,10.727158482292175,2,40,0,1,1300000,4,0.0,8.25165402356781e-06,0.0,36-45,Muy Bajo,1
8013,5088,2,1,12.525467751598056,2,24,0,2,3000000,4,0.0,4.175154525481177e-06,0.0,18-25,Muy Alto,1
8082,5001,4,2,12.114231441864591,2,32,0,1,1600000,1,14.508658238524095,7.57138991904667e-06,9.067905731636477e-06,26-35,Bajo,0
8013,5079,2,1,11.905460674385033,2,55,0,1,1460000,1,14.866332532446323,8.154419534222944e-06,1.018241256851627e-05,46-55,Muy Bajo,0
25,5129,3,1,10.185239576957107,2,37,0,1,1500000,1,14.866332532446323,6.7901551912012775e-06,9.910881747709716e-06,36-45,Muy Bajo,0
702,68001,2,1,9.787009914477434,2,53,0,2,1600000,1,14.77102238760702,6.116877373500037e-06,9.231883222327374e-06,46-55,Bajo,0
8082,5001,3,2,11.641054792680755,2,39,1,1,2400000,1,15.319588176962746,4.8504374759347e-06,6.383159080751527e-06,36-45,Alto,0
8082,5001,5,1,13.105829442109052,2,37,0,1,3600000,4,0.0,3.6405071671116347e-06,0.0,36-45,Muy Alto,1
8082,5001,2,2,12.352097543288073,2,20,0,1,1400000,1,15.150511887854474,8.822920514548256e-06,1.0821786475762855e-05,18-25,Muy Bajo,0
25,17495,1,1,10.54707677424773,2,30,0,1,3000000,1,14.866332532446323,3.5156910861855478e-06,4.955442525667933e-06,26-35,Muy Alto,0
8082,5212,2,2,11.51293546492023,2,39,1,2,4000000,4,0.0,2.878233146671771e-06,0.0,36-45,Muy Alto,1
8013,5045,3,1,12.745727679382322,2,43,1,1,1800000,1,0.0,7.0809558880146856e-06,0.0,36-45,Medio,0
8013,5001,2,1,12.358776565018502,2,35,0,2,1800000,4,0.0,6.865983166130742e-06,0.0,26-35,Medio,1
699,68001,1,1,10.895905644797834,2,36,0,2,1850000,1,14.062371417145494,5.889675543309346e-06,7.601277738306895e-06,36-45,Medio,0
8013,5837,2,1,12.713486455673612,2,43,0,1,3500000,4,0.0,3.6324236637856994e-06,0.0,36-45,Muy Alto,1
702,68001,2,1,10.78768888290167,2,36,2,1,1950000,1,14.062371417145494,5.532145308080186e-06,7.211468823423934e-06,36-45,Medio,0
702,68307,1,1,10.662258602530038,2,46,0,1,1700000,1,14.45736497045232,6.271913135657001e-06,8.504327333014698e-06,46-55,Bajo,0
8082,5001,2,2,12.611541086966117,2,41,0,1,2500000,4,0.0,5.04461441694068e-06,0.0,36-45,Alto,1
8082,5001,3,1,11.695255355062796,2,37,0,2,1860000,4,0.0,6.28776831574972e-06,0.0,36-45,Medio,1
8013,5001,1,1,8.517393171418904,2,34,2,1,2400000,1,14.866332532446323,3.5489123427110673e-06,6.194302640893201e-06,26-35,Alto,0
8013,5001,1,1,9.210440366976515,2,30,2,1,1300000,1,14.866332532446323,7.084948678482951e-06,1.1435631612934392e-05,26-35,Muy Bajo,0
702,68001,2,1,11.790882906096789,2,40,0,1,2500000,4,0.0,4.716351275898205e-06,0.0,36-45,Alto,1
702,68001,3,1,12.13889598088349,2,34,0,2,1800000,1,14.946912992035967,6.743827353920075e-06,8.303835937888905e-06,26-35,Medio,0
8013,5001,2,1,11.225256725762891,2,27,0,1,1700000,4,0.0,6.603088307455638e-06,0.0,26-35,Bajo,1
8082,5001,1,1,11.51293546492023,2,30,0,1,1800000,1,14.062371417145494,6.396071704915847e-06,7.812424224845149e-06,26-35,Medio,0
101,63548,1,2,10.963168419535473,2,61,0,1,2000000,1,14.062371417145494,5.481581468977002e-06,7.0311821929816505e-06,56-65,Medio,0
8013,5360,2,2,13.27567484805119,2,37,1,2,1900000,1,14.077875591662238,6.9871936109776735e-06,7.409404306451543e-06,36-45,Medio,0
8013,5001,2,1,12.429220196836384,2,24,1,2,2000000,1,14.866332532446323,6.214606991114697e-06,7.4331625496418865e-06,18-25,Medio,0
8082,5001,3,2,12.611541086966117,2,20,0,1,3162000,4,0.0,3.9884684055969995e-06,0.0,18-25,Muy Alto,1
8013,5001,2,2,11.773611398751438,2,53,0,1,1980000,4,0.0,5.946265380043463e-06,0.0,46-55,Medio,1
8082,5001,1,1,11.512425339928546,2,26,1,2,1000000,4,0.0,1.1512413827514719e-05,0.0,26-35,Muy Bajo,1
