LineaDeCredito,CiudadDeResidencia,Estrato,UstedEsArrendadorOPropietario,ValorFactura,UstedTieneAlgunaDiscapacidad,Edad,PersonasACargo,Genero,IngresoPrincipalMensual,Viabilidad,ValorCupoAprobado
8013,5837,1,1,12.099439097688393,2,51,0,1,2100000,1,14.866332532446323
8013,5893,1,2,11.128644382529194,2,18,0,1,1460000,4,0.0
8013,5837,1,2,9.210440366976517,2,37,0,2,1750000,4,0.0
8082,5001,2,2,12.206077645517674,2,68,0,1,5000000,1,14.914123179965662
8013,5001,2,2,13.169752560658132,2,53,0,1,2500000,4,0.0
8013,5360,1,1,11.59966263770264,2,23,0,1,1800000,4,0.0
8013,5837,1,1,11.757861818730365,2,25,0,2,1700000,4,0.0
8013,5250,1,2,10.308985993422082,2,34,2,2,1600000,1,14.866332532446323
8013,5495,1,2,11.082157933374816,2,60,1,1,1700000,1,14.077875591662238
8082,5001,2,2,11.727238138609684,2,50,0,1,2000000,1,14.062371417145494
8082,5001,2,2,12.206077645517674,2,39,0,1,4500000,4,0.0
702,68689,2,1,10.617270346696145,2,26,1,2,1350000,4,0.0
702,68547,3,1,9.210440366976517,2,27,0,2,1900000,1,14.946912992035967
702,68001,3,1,12.203243647686627,2,29,0,2,1600000,1,0.0
8013,5001,2,1,12.833477914501954,2,22,0,2,1300000,4,0.0
25,17442,1,1,11.38260035529399,2,26,1,2,1300000,1,14.866332532446323
8082,5001,3,1,12.154784614286667,2,29,1,1,1650000,4,13.815511557963774
8013,5001,2,1,11.6663930544015,2,25,0,1,2700000,4,0.0
8013,5001,1,2,10.71172525830841,2,30,0,2,1800000,1,14.866332532446323
8013,5001,3,2,12.630853334241955,2,53,0,2,1750000,4,0.0
8082,5001,1,2,12.206077645517674,2,43,0,2,1500000,1,14.062371417145494
25,17486,1,1,11.487187055725116,2,27,2,1,1600000,1,0.0
8013,5001,1,2,11.303919012306874,2,30,2,2,1500000,4,0.0
8013,5736,2,1,11.156264806643742,2,25,3,1,2400000,4,0.0
8013,5212,2,1,12.344194112626475,2,29,1,1,1500000,1,14.866332532446323
8082,5001,2,2,12.206077645517674,2,47,1,2,5000000,4,0.0
8013,5001,2,2,12.549903455603712,2,62,1,1,1615000,1,14.866332532446323
702,68276,3,1,11.601256803760194,2,67,0,1,1400000,4,0.0
8082,5001,2,2,12.206077645517674,2,61,0,1,1900000,4,0.0
8082,5001,1,2,12.037659911047468,2,44,0,2,1600000,4,0.0
8082,5001,2,2,12.611541086966115,2,25,1,2,1600000,1,15.176487367510099
8013,5001,2,2,10.814363651708785,2,46,0,1,1500000,4,13.815511557963774
8013,27150,1,2,10.513905085497077,2,24,0,1,1650000,4,0.0
8082,5001,1,2,11.002116507732017,2,49,0,2,1400000,4,0.0
8013,5001,2,1,12.854120467510612,2,51,0,2,1400000,4,0.0
8082,5001,2,2,10.444502847465177,2,66,2,1,2250000,1,14.062371417145494
8013,5001,1,2,13.204029996588776,2,46,0,2,1472000,1,14.866332532446323
8013,5400,2,1,11.448098902352694,2,41,1,1,3000000,1,14.866332532446323
699,68276,1,2,10.203406942652387,2,33,0,1,2800000,4,0.0
25,17380,1,1,11.491763113668208,2,29,1,2,1600000,4,0.0
8013,5045,1,1,11.565622273970197,2,33,1,1,1800000,4,0.0
8082,5001,2,1,12.206077645517674,2,41,2,1,1500000,4,0.0
8013,5250,1,2,9.210440366976517,2,34,0,1,1900000,1,14.866332532446323
8082,5001,1,1,12.847929163278053,2,22,1,1,1450000,1,14.978661680269907
101,5059,3,1,11.285472642067921,2,47,0,2,1500000,1,14.062371417145494
8013,5001,3,2,12.23761007152833,2,41,0,2,2000000,1,14.866332532446323
702,68001,2,1,11.694621826370264,2,58,0,2,1500000,4,0.0
8013,5001,2,2,12.206077645517674,2,51,1,2,2500000,1,14.866332532446323
8013,5088,1,1,12.068860200423165,2,51,1,2,1300000,4,14.077875591662238
8013,5318,1,1,12.103469436118335,2,44,0,2,1400000,4,13.592368256649284
8013,5001,2,2,11.33810768429718,2,55,0,2,1820000,1,14.866332532446323
699,5315,2,1,11.416491654128922,2,37,0,2,2500000,4,0.0
8013,5001,2,1,13.025142974284611,2,52,0,2,1400000,4,0.0
25,5129,2,1,13.102474906423685,2,36,0,2,1600000,1,14.77102238760702
8013,5837,1,2,10.12667110305036,2,34,0,2,2490000,4,0.0
702,68081,1,1,12.310495721929088,2,31,0,1,3000000,1,14.062371417145494
8082,5088,2,2,12.049424683420915,2,51,0,2,2000000,1,14.062371417145494
8082,5001,3,2,12.506180941677357,2,69,0,2,1800000,1,15.319588176962746
8013,5837,1,2,11.857032765880566,2,24,1,2,1400000,1,14.866332532446323
8013,5088,2,1,11.368292679274532,2,48,2,2,1350000,1,14.866332532446323
25,5129,2,1,10.50284589546367,2,19,0,1,5000000,4,0.0
8082,5001,2,2,12.206077645517674,2,55,0,2,5000000,4,0.0
8082,5001,4,1,11.338583982516495,2,60,0,2,1500000,4,0.0
8013,5172,1,2,12.077562908973375,2,42,1,1,1800000,1,14.866332532446323
8082,5001,2,2,12.611541086966115,2,49,0,2,2800000,4,0.0
8013,5001,2,2,11.918397239722838,2,25,1,2,1800000,1,14.866332532446323
8013,5001,2,1,13.125566242750711,2,20,1,1,1300000,1,14.866332532446323
8013,5030,1,2,11.612779849672751,2,35,1,2,1300000,1,12.765691290604371
8013,5001,1,1,12.438080789982765,2,35,0,2,1500000,4,0.0
8013,5001,1,2,8.294299608857235,2,31,2,2,1500000,4,0.0
699,20770,1,1,8.844768827529695,2,44,0,1,2100000,1,14.151983508870947
8013,5001,2,2,8.294299608857235,2,36,0,2,2200000,1,14.866332532446323
699,68001,3,1,11.795258255490793,2,60,0,2,800000,4,0.0
8013,5837,1,2,9.210440366976517,2,60,1,2,1400000,4,12.765691290604371
8013,5001,2,1,13.082386858701978,2,49,1,1,1450000,4,13.815511557963774
8082,5001,2,2,12.611541086966115,2,20,0,2,2400000,4,0.0
8082,5001,2,1,12.34148164933907,2,20,0,1,1400000,1,14.062371417145494
8013,5045,2,1,12.01884507390179,2,39,1,1,2000000,1,14.866332532446323
8082,5001,2,1,11.689581000137556,2,49,1,1,2200000,4,0.0
8013,5001,2,2,11.96110517548593,2,23,0,2,1800000,4,0.0
8082,5001,2,2,11.8983103072442,2,47,0,2,2000000,4,0.0
8013,5001,1,1,11.780039967631906,2,25,1,1,1600000,4,0.0
8082,5001,3,2,13.017005083966255,2,44,0,2,1900000,1,15.319588176962746
8013,5001,2,1,10.850579033562996,2,39,1,2,1600000,4,0.0
8013,5001,2,2,11.328413511006964,2,60,0,2,1900000,1,14.866332532446323
8013,5088,1,1,11.532973160274006,2,34,1,2,1300000,1,14.866332532446323
25,17380,1,1,12.121364069603208,2,27,0,2,1850000,4,0.0
8013,5001,1,1,9.210440366976517,2,21,1,1,1600000,1,14.866332532446323
8082,5001,2,2,12.611541086966115,2,26,0,1,1850000,4,0.0
8013,5172,1,2,12.485479321143337,2,26,1,2,1300000,4,0.0
8013,5001,3,2,12.984461304399384,2,29,0,1,1340000,4,0.0
8013,5837,1,2,12.619757214462565,2,30,0,2,1900000,4,0.0
699,68547,3,1,11.08913344016918,2,74,0,1,2300000,4,0.0
8013,5001,2,2,11.72541243609591,2,35,0,1,2200000,4,0.0
8013,5861,1,2,11.287754860571386,2,39,0,2,1850000,4,0.0
8013,5837,1,2,11.610823203246689,2,59,0,2,1800000,1,14.866332532446323
8013,5212,2,1,11.511484427173825,2,30,0,2,2000000,4,12.765691290604371
8013,5042,3,1,12.585922465513782,2,41,0,2,2400000,4,0.0
8013,5001,4,2,13.041190197654618,2,50,1,2,1300000,1,14.866332532446323
8082,5088,3,2,12.301387370778713,2,53,0,2,3700000,4,13.592368256649284
8082,5001,3,2,12.836027065676902,2,55,0,1,1900000,1,14.062371417145494
8082,5001,3,1,12.206077645517674,2,47,0,2,1350000,1,14.151983508870947
699,68655,1,1,10.973100049353933,2,27,0,1,2000000,4,0.0
