LineaDeCredito,CiudadDeResidencia,Estrato,UstedEsArrendadorOPropietario,ValorFactura,UstedTieneAlgunaDiscapacidad,Edad,PersonasACargo,Genero,IngresoPrincipalMensual,Viabilidad,ValorCupoAprobado
8013,5001,2,2,11.27043343321954,2,74,0,2,2000000,4,0.0
8013,5837,1,1,10.36841582391508,2,23,0,1,2100000,4,0.0
8082,5360,2,2,12.206077645517674,2,58,0,2,3000000,1,15.176487367510099
8013,5837,1,2,9.210440366976517,2,59,0,2,1870000,4,0.0
8013,5837,1,2,8.294299608857235,2,27,0,1,2500000,4,12.765691290604371
642,54001,2,2,11.2223191210012,2,63,0,2,1500000,1,14.062371417145494
8013,5360,3,2,10.67118546436037,2,32,2,2,2000000,1,14.866332532446323
8082,5001,2,2,12.07824495582233,2,47,0,1,4300000,1,14.731801689838349
8082,5001,2,1,12.206077645517674,2,29,1,2,1650000,4,13.815511557963774
699,13670,1,1,11.499292963238933,2,44,0,2,6700000,4,0.0
8013,5631,3,1,11.571203807011969,2,56,0,2,2500000,4,0.0
8013,5790,2,2,8.517393171418904,2,56,0,2,1530000,4,0.0
8013,5001,1,1,12.172086607527003,2,44,0,1,1800000,1,14.866332532446323
8013,5837,2,2,14.708136269094663,2,35,0,1,2700000,4,0.0
8013,5885,2,2,11.360752827526598,2,48,0,2,6000000,1,14.866332532446323
8013,5001,3,1,13.359439813714264,2,25,0,1,1400000,1,14.866332532446323
8013,5001,3,2,13.040378618502809,2,67,0,2,2000000,4,0.0
8082,5001,1,2,11.501217189838068,2,34,0,2,1400000,1,14.648420115681892
8013,5790,1,1,8.517393171418904,2,23,0,2,1600000,4,0.0
699,68689,1,1,12.463992432539108,2,20,0,2,2000000,1,14.978661680269907
8013,5079,2,2,12.214070576641236,2,34,0,2,1400000,4,0.0
25,5129,4,1,11.204346566805462,2,31,0,1,2100000,1,14.80876270134486
8013,5088,1,2,12.23533043159711,2,54,0,1,3000000,1,14.866332532446323
8013,5579,1,1,12.27026735757217,2,32,0,1,1368000,1,14.866332532446323
8082,5001,3,1,12.144202560946876,2,24,0,2,1500000,4,0.0
699,68755,3,1,10.480213270078822,2,57,1,1,7000000,1,14.062371417145494
8013,5642,3,2,12.17524223513757,2,39,0,1,1870000,1,14.866332532446323
702,68001,2,1,10.752483969558913,2,60,1,2,2500000,4,0.0
699,68001,2,1,11.38401196487689,2,39,1,2,5000000,1,14.062371417145494
8013,5001,2,1,10.896757843893464,2,43,0,2,1300000,1,14.866332532446323
8013,5001,3,1,12.802587772996132,2,31,1,1,1500000,1,14.866332532446323
8082,5001,3,2,11.375994012975003,2,28,0,1,1800000,1,14.403297778421795
8013,5001,1,2,9.210440366976517,2,42,0,2,1960000,1,14.914123179965662
8013,5001,1,1,9.210440366976517,2,29,2,1,1350000,1,14.866332532446323
8082,5001,4,2,12.611541086966115,2,67,0,2,4600000,4,0.0
8013,5001,2,2,10.920419682528133,2,26,2,2,1600000,4,0.0
8013,5045,1,1,11.598837070766487,2,46,0,1,1500000,4,0.0
8013,5679,2,2,11.99172777207231,2,65,0,1,1500000,4,13.592368256649284
8013,5001,2,1,9.210440366976517,2,35,2,1,2000000,4,0.0
8082,5001,1,2,12.613356099445122,2,40,2,1,1900000,1,14.978661680269907
702,68547,3,1,12.528699475329333,2,50,0,1,2000000,1,14.346139397261565
8013,5001,1,2,10.041334619228254,2,34,2,1,3200000,4,0.0
8013,5045,1,2,11.429250334697135,2,37,0,1,2000000,1,14.866332532446323
25,17873,3,1,11.050588372585487,2,27,1,2,1460000,1,14.062371417145494
8013,5890,1,1,11.492243050775025,2,63,0,2,1600000,1,14.866332532446323
699,68575,1,1,12.379353457671979,2,67,0,2,2300000,1,14.978661680269907
8013,5250,1,2,8.517393171418904,2,35,3,2,1800000,4,0.0
8013,5001,1,1,10.819798284210286,2,42,1,1,2200000,1,14.866332532446323
8013,5001,3,2,13.439534832212422,2,37,0,1,1980000,1,14.866332532446323
8013,5088,2,2,12.571229516011295,2,60,0,1,1980000,1,14.866332532446323
8013,5837,1,2,8.006700845440367,2,50,1,1,1300000,1,14.866332532446323
702,68001,2,1,11.68940499028055,2,22,0,2,2600000,4,0.0
25,17380,1,1,11.728012650746118,2,37,2,2,1500000,1,14.866332532446323
8013,5837,1,2,9.210440366976517,2,56,0,2,2000000,4,12.765691290604371
8082,5001,2,2,11.775297421715827,2,48,2,2,1659900,1,14.062371417145494
8013,5861,2,2,13.044669908108169,2,69,0,1,1460000,4,13.592368256649284
8082,5001,1,2,11.253053093157714,2,33,0,2,1300000,1,14.062371417145494
8013,5001,2,1,12.21268573080042,2,33,0,1,2200000,1,14.866332532446323
699,68276,3,1,9.210440366976517,2,46,0,1,1400000,1,14.062371417145494
8082,5001,2,2,12.206077645517674,2,55,0,2,4200000,4,0.0
8013,5659,1,2,9.99884318585288,2,29,0,2,1870000,1,14.866332532446323
8013,5001,3,2,13.230720797853541,2,44,1,2,1500000,1,14.866332532446323
25,17380,1,1,11.945486798740093,2,39,0,2,1500000,4,0.0
8013,5088,3,1,13.212688424785622,2,31,2,1,2500000,4,0.0
8013,5031,1,2,11.31453549999721,2,44,1,2,1800000,4,0.0
8082,5001,2,1,12.3558882281012,2,20,1,2,1500000,4,0.0
8013,5088,1,1,13.467371932904971,2,32,0,1,2200000,4,14.508658238524095
8013,5001,2,2,12.508844049246601,2,64,1,1,1900000,1,14.866332532446323
8013,5088,3,2,12.170424742283648,2,33,0,1,1870000,1,14.866332532446323
8013,5001,2,2,11.775297421715827,2,18,0,1,1350000,1,14.866332532446323
8082,5001,2,2,12.013706813470414,2,23,0,1,2800000,4,0.0
8082,5001,3,1,12.206077645517674,2,70,0,2,2800000,4,0.0
8013,5234,1,2,10.596659732783579,2,54,1,1,2000000,4,0.0
8013,17614,1,2,11.225190057762841,2,59,0,2,2500000,1,14.866332532446323
8013,5837,1,1,8.517393171418904,2,25,0,1,2500000,4,0.0
8013,5837,1,2,11.503349763934546,2,37,0,2,1900000,1,14.866332532446323
101,5059,3,1,11.053853862774051,2,50,0,2,2000000,1,14.062371417145494
8013,5001,2,1,13.22175068894529,2,38,2,2,1800000,1,14.866332532446323
25,66170,1,1,11.379668320450541,2,26,0,1,1600000,1,14.866332532446323
8082,5001,2,1,11.957617696467539,2,27,0,1,1500000,1,14.731801689838349
8082,5001,2,2,12.206077645517674,2,25,0,1,2400000,4,13.815511557963774
8082,5360,2,2,12.206077645517674,2,36,1,1,3500000,4,13.592368256649284
8013,5088,1,1,11.54979726774608,2,20,0,2,2000000,4,0.0
8013,5088,3,2,14.065613808621151,2,25,0,1,2400000,1,14.866332532446323
8013,5045,1,1,12.885105688613155,2,50,0,2,2000000,1,14.866332532446323
8013,5001,2,1,11.418702693722858,2,28,1,2,1300000,4,0.0
8013,5172,1,2,10.893196018404446,2,53,1,1,1800000,1,14.866332532446323
8013,5001,2,2,12.329046629316972,2,37,3,2,3000000,1,14.866332532446323
8013,5001,1,2,12.331876759488956,2,49,1,1,1600000,4,0.0
702,68001,4,1,10.115327457678946,2,19,0,2,1700000,1,14.403297778421795
8013,5665,1,2,11.520457031385575,2,47,1,2,2000000,1,14.866332532446323
8082,5001,2,2,11.849404844423074,2,27,0,1,2000000,1,15.176487367510099
8013,5890,2,2,12.175659828721978,2,62,0,1,1800000,4,0.0
8013,5250,1,1,11.51293546492023,2,28,2,1,2500000,1,14.866332532446323
8082,5001,2,2,12.206077645517674,2,56,0,1,1800000,1,14.914123179965662
8013,5360,3,2,14.887324284753312,2,42,0,1,3800000,4,12.765691290604371
8013,5147,1,2,12.081223453288485,2,41,0,2,2000000,4,0.0
699,68307,1,1,14.731801689838349,2,30,0,2,2000000,4,0.0
8082,5001,3,2,12.04355959836804,2,73,0,2,1400000,1,14.914123179965662
8013,5001,2,1,11.322007060950755,2,55,0,2,1800000,1,14.866332532446323
8013,5001,3,2,12.119632014724859,2,39,2,1,1800000,1,14.866332532446323
8013,5147,2,1,12.559616191756652,2,22,0,2,1300000,4,0.0
8082,5001,3,2,12.160033942617156,2,40,1,1,2200000,1,14.914123179965662
25,66456,1,2,11.590552950649517,2,48,0,2,2000000,1,0.0
8013,0,3,1,12.585922465513782,2,36,2,2,1350000,1,14.866332532446323
8082,5001,2,1,11.561725152903833,2,23,0,1,2800000,4,0.0
8013,5837,1,2,11.577860782373747,2,29,1,2,2519000,1,14.866332532446323
8082,5001,2,2,13.997832948091215,2,34,0,1,3000000,1,14.062371417145494
8082,5001,1,1,11.51293546492023,2,34,0,2,1800000,1,14.978661680269907
8013,5790,2,1,11.848111160065976,2,40,0,1,2800000,1,14.866332532446323
8013,5001,2,2,11.662146873017305,2,33,0,2,1400000,4,0.0
8013,5659,1,2,9.210440366976517,2,31,0,2,6000000,1,14.866332532446323
25,66440,1,1,11.941449331330189,2,43,1,1,2000000,1,14.866332532446323
8013,5030,2,2,11.434542212971508,2,40,1,1,1500000,1,14.866332532446323
699,68276,3,1,11.8232077185012,2,63,0,2,2500000,1,0.0
8013,5001,2,2,13.296481376847595,2,48,1,1,1500000,1,14.866332532446323
8013,5088,2,1,11.719947764402807,2,19,0,1,1750000,4,0.0
8013,5001,1,1,11.047981016460426,2,38,2,2,2000000,4,0.0
25,5129,3,1,11.289794413577894,2,49,1,2,1400000,1,14.866332532446323
8082,5001,3,2,12.445093483000798,2,20,0,2,2900000,1,15.319588176962746
8013,5001,2,2,11.652696102959753,2,70,0,1,1800000,4,14.077875591662238
8013,5318,1,2,11.66218994100875,2,44,1,2,1800000,4,0.0
8013,5001,2,1,13.292107839753712,2,66,0,2,1500000,1,14.866332532446323
8013,5001,3,2,12.513079289851374,2,35,0,2,1800000,4,0.0
8013,5045,1,2,11.852350480702343,2,37,1,2,1500000,1,14.866332532446323
699,68001,1,1,11.026418400105413,2,39,0,2,3000000,1,14.151983508870947
8013,5837,1,1,8.294299608857235,2,44,0,2,1360000,1,14.866332532446323
8013,5001,2,1,11.882632126025316,2,41,1,2,2000000,1,14.866332532446323
8013,5001,2,1,11.827743504053695,2,36,0,1,2000000,1,14.866332532446323
8013,5088,2,2,9.210440366976517,2,25,1,2,1800000,4,0.0
8013,5001,2,1,12.439237812285457,2,30,0,2,1700000,4,0.0
702,68001,2,1,11.496694451859812,2,23,0,1,2000000,1,14.062371417145494
8082,5001,3,2,12.611027623544103,2,25,1,1,2800000,1,15.319588176962746
8082,5001,1,2,11.002116507732017,2,44,1,1,1700000,4,0.0
8082,5001,3,2,12.046079934219282,2,59,0,2,1300000,1,14.220976332738882
699,68001,1,1,10.474467099121865,2,20,0,2,2000000,1,0.0
702,68081,1,2,10.94840014498095,2,28,0,2,3000000,1,14.062371417145494
8013,5001,3,1,12.268342971256299,2,67,0,2,1400000,4,0.0
8013,5001,3,2,12.213241885008506,2,44,0,1,1600000,1,14.866332532446323
8013,5088,2,1,13.102574870008462,2,52,0,2,2800000,4,14.077875591662238
8013,5837,1,1,12.67716630547653,2,28,1,1,1400000,1,14.866332532446323
8082,5001,3,2,12.616724280325638,2,23,0,2,1800000,1,14.062371417145494
8082,5001,2,2,12.363806896688784,2,18,0,1,1700000,4,0.0
8013,5001,3,2,13.014628935099928,2,28,0,2,2000000,4,0.0
8082,5001,3,1,12.810391344620207,2,26,0,1,1700000,1,14.062371417145494
8013,5001,2,2,9.798904512343688,2,32,1,2,1900000,4,0.0
25,5129,3,1,11.272864619779007,2,60,0,2,1350000,1,14.866332532446323
8013,5001,1,2,8.517393171418904,2,24,0,2,1687000,1,14.866332532446323
25,17174,3,1,10.735657271744875,2,48,1,1,2300000,1,14.062371417145494
8013,5001,3,2,12.183064987606068,2,22,0,1,1550000,4,0.0
25,66400,2,1,12.080583115984526,2,51,0,2,2000000,1,14.866332532446323
8013,5001,1,1,11.407576060361786,2,48,1,2,1300000,1,14.866332532446323
8082,5001,2,2,12.206077645517674,2,24,0,1,4000000,4,0.0
8082,5001,1,1,11.51293546492023,2,40,0,2,1700000,4,13.815511557963774
8082,5001,2,1,11.51293546492023,2,25,1,1,1850000,1,14.062371417145494
8082,5001,1,2,12.100717685412471,2,27,1,1,1320000,4,0.0
8082,5001,3,2,11.669937760751914,2,55,0,1,1800000,1,14.403297778421795
8082,5001,1,2,10.180929877257716,2,47,0,2,1400000,1,14.978661680269907
25,17777,2,2,11.723761589662384,2,57,2,1,1800000,1,14.866332532446323
25,17380,1,1,11.329807591200053,2,29,3,2,1200000,1,14.866332532446323
8013,5250,1,1,8.294299608857235,2,52,0,1,2000000,4,0.0
8013,5088,2,1,12.028559509728524,2,40,0,2,1450000,1,14.866332532446323
8013,5079,1,1,11.461642696843066,2,36,1,2,2200000,1,14.866332532446323
8013,5001,2,2,12.048348086999589,2,35,1,1,2400000,1,14.866332532446323
8082,5001,2,1,11.835016210489899,2,30,1,2,1446000,4,13.815511557963774
8082,5266,2,2,11.849404844423074,2,42,1,2,2000000,1,13.592368256649284
8013,5001,2,1,12.30053701319078,2,31,1,1,1600000,1,14.866332532446323
8013,5001,2,1,12.73983421790422,2,50,0,2,1700000,4,0.0
25,17380,1,1,11.258304146378245,2,59,1,1,2000000,1,14.866332532446323
702,68001,2,1,10.980212041446208,2,32,1,2,1700000,4,0.0
8013,5045,2,1,11.567413650254299,2,26,0,2,1600000,1,14.866332532446323
8013,5079,2,2,11.571892242734078,2,61,0,2,1200000,1,14.866332532446323
8082,5001,2,2,12.899222326086994,2,45,0,1,1800000,1,15.424948670398354
8082,5001,2,2,12.055255569732177,2,43,1,2,2100000,1,14.731801689838349
8082,5001,2,2,10.166082559611265,2,53,0,2,1600000,1,14.062371417145494
8082,5001,2,1,12.68925159776693,2,33,1,2,1300000,4,0.0
8013,5147,2,1,12.001002285723336,2,27,0,2,1600000,4,0.0
8013,5736,1,1,10.596659732783579,2,32,1,2,1300000,4,13.592368256649284
8082,5001,2,2,12.611541086966115,2,32,0,2,2700000,1,15.176487367510099
8013,5001,1,2,11.442867741014789,2,34,0,2,1800000,1,14.866332532446323
8013,5001,2,2,12.111822403792976,2,36,2,1,2500000,4,0.0
699,68001,2,1,9.935519023366792,2,21,0,1,2300000,1,14.151983508870947
8082,5001,1,2,11.91771701295436,2,20,0,1,1650000,4,0.0
25,5129,2,1,10.778247705570111,2,31,0,2,2600000,4,0.0
8013,5001,2,1,14.439120611814403,2,25,1,2,1800000,4,0.0
8013,5001,2,1,11.918397239722838,2,38,1,1,3000000,4,0.0
8013,5088,2,1,11.45653499148271,2,27,0,1,2000000,1,14.866332532446323
8013,5308,2,2,11.918397239722838,2,31,1,1,1800000,1,14.866332532446323
8082,5001,3,2,12.206077645517674,2,38,1,1,3500000,1,14.731801689838349
8188,5001,3,1,11.829756061336152,2,49,0,2,1900000,1,14.914123179965662
8013,5001,3,2,12.54254845357358,2,19,0,2,1500000,1,14.866332532446323
642,54001,2,1,11.756663486852712,2,23,1,2,1500000,4,0.0
8013,5088,3,1,12.05392911669367,2,26,1,1,1400000,4,0.0
8013,5001,3,1,12.57057686058324,2,28,0,1,1300000,4,0.0
8013,5147,2,2,12.860642705786521,2,36,0,2,2000000,4,0.0
8013,5659,1,1,10.077986929023943,2,23,0,1,2600000,4,0.0
8082,5001,5,2,13.017005083966255,2,36,0,1,6000000,4,0.0
8013,5001,1,1,10.518700218288165,2,41,0,2,1200000,1,14.866332532446323
25,5129,2,1,11.923218897935033,2,38,0,2,1800000,1,14.866332532446323
8013,5736,1,1,12.549782910028476,2,31,2,2,2000000,1,14.866332532446323
8082,5001,3,2,11.644418531619104,2,23,1,2,1500000,1,14.403297778421795
8013,5001,3,1,12.612853554259562,2,22,0,2,2400000,4,0.0
8082,5001,2,2,12.611541086966115,2,25,0,2,1900000,4,0.0
8013,5034,1,1,10.47483426334725,2,28,0,1,2490000,4,0.0
8013,5212,2,1,12.744593199684921,2,34,3,1,2000000,4,0.0
8188,5001,2,2,12.397291999259739,2,37,2,1,3000000,1,14.80876270134486
699,68307,2,1,11.506806783962052,2,66,0,2,2200000,1,14.077875591662238
8082,5360,2,2,13.12034333849886,2,23,0,2,1400000,4,0.0
699,68001,3,1,11.329843619229864,2,21,0,2,2000000,1,14.062371417145494
8013,5088,1,2,9.90353755128617,2,24,0,2,1300000,4,0.0
8013,5001,2,1,13.306571486871528,2,33,1,1,3600000,4,0.0
699,68679,2,2,10.929349920839574,2,39,0,2,2200000,1,13.997832948091215
8013,5001,1,2,10.01681623784313,2,24,0,2,1700000,4,13.815511557963774
25,17380,3,1,13.252974008755373,2,41,0,2,4800000,1,14.866332532446323
8013,5495,1,1,8.517393171418904,2,22,0,2,1200000,1,14.866332532446323
699,68001,4,1,12.336074065124429,2,22,0,1,2200000,4,0.0
8013,5001,2,2,12.66860468181212,2,28,2,1,1900000,4,0.0
8013,5001,1,2,11.695230354958627,2,30,2,2,1500000,4,0.0
8082,5001,2,2,12.355970007095666,2,25,1,2,1800000,4,13.815511557963774
8013,5001,2,1,9.90353755128617,2,23,0,1,1800000,4,0.0
8013,5001,1,1,9.210440366976517,2,22,1,2,2200000,4,0.0
8013,5001,2,1,12.170144904587683,2,23,0,1,2000000,1,14.866332532446323
8013,5001,2,2,11.54456947030469,2,47,0,2,2400000,4,0.0
702,68001,2,1,9.210440366976517,2,25,0,1,1400000,4,0.0
8013,5380,2,2,12.22605662892936,2,27,0,1,1760000,1,14.866332532446323
8013,5045,1,2,12.585053453600846,2,33,0,1,2000000,4,0.0
8013,5079,2,2,11.289794413577894,2,44,0,2,2200000,1,14.866332532446323
8013,17614,1,2,12.329082000158138,2,34,0,2,2500000,1,14.866332532446323
8013,5001,1,1,11.739670523066106,2,52,1,2,2000000,4,0.0
8013,5001,2,2,8.517393171418904,2,32,0,1,1600000,4,0.0
8013,5001,2,1,11.235457714925419,2,20,1,2,1300000,1,14.866332532446323
8013,5172,1,2,8.517393171418904,2,21,0,2,1300000,4,0.0
8013,5001,2,1,9.210440366976517,2,39,1,2,1300000,4,0.0
8013,5147,1,2,8.517393171418904,2,20,0,2,2100000,1,14.866332532446323
8013,5665,1,1,11.145651694235996,2,42,0,2,1300000,4,0.0
25,17380,2,1,11.724838185941621,2,61,0,2,1600000,4,0.0
8013,5001,4,1,11.81125811809254,2,19,0,2,2000000,4,0.0
8013,5895,1,2,8.517393171418904,2,49,0,2,1300000,4,0.0
8082,5001,1,1,10.969748810986578,2,28,1,2,1600000,1,14.062371417145494
8013,5001,1,1,10.819798284210286,2,66,0,2,1300000,4,0.0
702,68001,4,1,11.918397239722838,2,32,1,1,1700000,4,0.0
8013,5088,1,1,12.624506626416643,2,27,0,2,1450000,4,0.0
8013,5001,2,2,11.41178934729884,2,24,0,1,1850000,1,14.866332532446323
8082,5001,2,2,12.206077645517674,2,35,0,2,4000000,1,14.914123179965662
25,5129,2,1,10.815489098991852,2,19,0,1,2000000,4,0.0
699,68575,1,1,11.086961687384719,2,50,1,1,3800000,1,14.062371417145494
8013,5001,1,2,10.819798284210286,2,42,2,2,1300000,4,14.077875591662238
8013,5837,1,2,11.002116507732017,2,28,0,1,2000000,1,14.866332532446323
8013,5842,1,2,11.982935344196433,2,19,0,1,1500000,1,14.077875591662238
8013,5001,1,2,12.447621770283744,2,31,0,2,1500000,1,14.866332532446323
8013,5001,1,2,11.442427890556852,2,33,0,2,1800000,1,14.866332532446323
8013,5660,2,1,11.871662281787378,2,43,0,2,1900000,1,14.062371417145494
8013,5001,1,1,12.718692658416636,2,22,0,1,2200000,1,14.866332532446323
8082,5001,2,2,12.211065162153215,2,18,0,2,1600000,4,0.0
8082,5001,2,1,11.407576060361786,2,32,2,2,1450000,1,14.062371417145494
8013,5001,1,1,9.61587214452889,2,23,0,2,1600000,4,0.0
8013,5042,1,2,13.155417036387242,2,26,1,2,1800000,1,14.866332532446323
8013,5001,1,2,14.866332532446323,2,39,0,1,1950000,4,0.0
8013,5001,1,1,12.173296322616059,2,28,1,2,1800000,4,0.0
8013,5250,1,2,12.180759965737863,2,44,0,2,2500000,1,14.866332532446323
699,5615,2,1,11.389514120054994,2,18,1,2,1300000,4,0.0
702,68001,3,1,12.511964165075556,2,25,0,1,2000000,1,14.062371417145494
8013,5660,1,1,12.087007538371234,2,29,0,1,1900000,4,0.0
8013,5001,1,2,11.695255355062795,2,42,0,2,3000000,1,14.866332532446323
8013,5172,1,1,12.22238881001511,2,28,0,2,1980000,1,14.077875591662238
8013,5001,5,2,13.493391618167148,2,23,0,2,2500000,4,0.0
702,68820,1,1,9.583970756564328,2,31,0,2,1800000,1,14.45736497045232
8082,5001,2,2,11.774527900858468,2,40,0,2,2000000,4,0.0
8013,5212,3,1,14.311365274850424,2,44,0,1,1300000,1,14.866332532446323
8013,5101,2,2,10.983137860465707,2,18,0,1,1300000,4,0.0
8082,5001,2,2,12.12998502285307,2,39,2,2,1900000,1,14.062371417145494
8013,5837,1,2,12.64828104153199,2,56,1,2,1300000,4,0.0
8013,5001,2,2,9.472781556562168,2,23,0,2,2500000,4,0.0
8013,5045,1,1,14.33714376879668,2,35,2,1,2400000,1,14.866332532446323
8013,5001,2,2,11.008098480007638,2,39,0,1,2680000,4,0.0
8013,5001,2,1,12.887729059374621,2,23,0,2,1800000,4,0.0
8013,5001,3,2,12.859524800468462,2,27,0,1,1500000,4,0.0
8013,5250,1,2,12.283686251477342,2,35,1,2,2000000,1,14.866332532446323
8013,5051,1,1,11.41184466713046,2,27,0,2,1900000,4,0.0
702,68001,2,1,9.210440366976517,2,40,0,1,1400000,1,14.77102238760702
8082,5001,2,1,12.206077645517674,2,63,0,2,2400000,1,14.062371417145494
699,68679,3,1,11.881311564836972,2,60,0,2,3200000,1,14.062371417145494
8013,5001,1,2,12.631013530138995,2,27,0,2,1707000,1,14.866332532446323
8013,5837,1,1,12.140317384464707,2,40,1,2,1600000,1,14.866332532446323
8013,5045,1,2,12.6006891194315,2,46,1,2,1800000,1,14.866332532446323
8013,5001,1,2,11.308554598979303,2,20,0,1,1900000,1,14.866332532446323
8013,68276,2,1,11.825909720284228,2,44,3,1,3600000,4,0.0
699,68001,1,1,11.467739796792909,2,21,0,2,2500000,4,0.0
642,54001,1,2,11.445941288988696,2,58,0,2,800000,4,0.0
8013,5001,2,1,11.747799939160137,2,22,0,2,2200000,4,0.0
8013,5250,1,2,8.699681400989514,2,22,1,2,1300000,4,0.0
8082,5001,2,1,12.206077645517674,2,54,1,1,3600000,1,14.062371417145494
8013,5837,1,1,8.517393171418904,2,30,0,1,2500000,4,0.0
702,68051,2,1,10.023712049842496,2,44,0,2,3700000,1,14.062371417145494
8013,5045,1,1,13.372151975531576,2,19,0,1,1200000,4,0.0
699,68276,3,1,13.025493381719478,2,21,0,2,1800000,4,0.0
8013,5001,2,2,12.492044506403454,2,61,0,1,2500000,4,0.0
8013,5001,2,2,13.248387913958203,2,32,0,2,2000000,1,14.866332532446323
101,63190,3,1,12.33270970174018,2,41,0,2,1800000,1,15.319588176962746
8013,5659,2,2,8.517393171418904,2,50,0,2,5000000,4,0.0
8082,5001,3,2,12.100717685412471,2,18,0,2,1500000,1,14.508658238524095
8082,5001,2,2,12.535379989788607,2,34,0,1,3900000,1,14.062371417145494
8082,5001,3,2,12.25486757159303,2,65,0,1,3100000,1,14.062371417145494
8082,5001,2,2,12.611541086966115,2,21,0,2,2000000,4,0.0
8013,5628,2,1,8.351610750626559,2,22,0,2,1600000,1,14.866332532446323
8013,5001,2,1,12.73591529396975,2,54,1,2,1480000,4,0.0
8013,5001,1,1,8.294299608857235,2,59,0,2,1500000,4,0.0
8013,5837,1,2,11.926285988758313,2,27,0,1,1850000,4,13.592368256649284
8013,5360,3,1,12.322650510815953,2,30,1,2,2700000,1,14.866332532446323
8013,5001,2,1,11.97823057343441,2,34,1,2,1500000,4,0.0
8013,5001,2,2,12.20393035245814,2,30,0,1,2050000,1,14.866332532446323
8013,5088,2,2,12.513568374629076,2,30,2,2,1800000,1,14.866332532446323
8013,5837,1,1,11.790693555908197,2,58,0,2,1400000,1,14.866332532446323
8082,5001,3,2,12.093637161200384,2,42,0,2,1400000,1,14.403297778421795
8013,5088,2,2,12.70344214030783,2,41,0,1,4200000,4,0.0
8013,5001,1,2,11.536378284945004,2,60,0,2,1800000,1,14.866332532446323
8082,5001,2,1,11.407576060361786,2,33,1,1,2000000,4,13.815511557963774
8013,5001,2,1,8.517393171418904,2,31,1,1,1500000,1,14.866332532446323
8013,5001,3,2,14.866332532446323,2,33,0,2,2000000,1,14.866332532446323
8013,5001,1,1,8.294299608857235,2,50,1,1,1800000,4,14.077875591662238
8013,5088,1,1,11.380090972311647,2,45,0,2,1650000,4,0.0
8082,5001,1,2,10.545367754151743,2,23,1,2,2000000,4,0.0
8082,5088,3,1,11.98144674608064,2,29,0,2,1550000,1,14.731801689838349
8013,5088,1,1,10.955602047544657,2,18,0,1,1400000,4,0.0
8082,5001,3,2,12.54254845357358,2,35,2,2,1450000,4,0.0
702,68255,1,2,10.946886593125658,2,52,0,2,1800000,4,0.0
702,5615,2,1,9.593764349207467,2,37,3,2,2000000,1,14.062371417145494
8082,5001,2,1,11.849404844423074,2,67,2,1,4000000,1,14.690979711984754
8082,5001,2,2,12.364929377360626,2,56,0,2,1350000,4,0.0
8082,5001,3,2,12.429220196836383,2,41,0,2,2300000,1,14.731801689838349
8013,5001,1,2,13.057888854218845,2,37,1,2,1800000,4,0.0
8013,5001,1,1,8.294299608857235,2,43,1,1,1300000,1,14.866332532446323
8013,5001,2,2,12.335968688270357,2,55,0,1,2700000,1,14.866332532446323
8082,5001,3,2,13.286183160425152,2,72,0,2,3000000,1,14.062371417145494
8013,5001,1,1,8.517393171418904,2,46,0,2,1400000,1,14.866332532446323
8013,5837,1,1,8.517393171418904,2,45,0,2,1900000,4,0.0
8013,5308,2,2,11.77265549365244,2,56,0,2,2500000,1,14.866332532446323
8082,5001,2,2,11.918397239722838,2,60,1,2,1500000,1,14.151983508870947
8013,5490,1,1,9.210440366976517,2,35,1,2,1600000,4,0.0
8013,5885,2,2,12.457547061012445,2,44,0,1,3800000,1,14.866332532446323
8013,5001,1,2,12.872755206923035,2,41,0,1,1460000,1,14.866332532446323
8082,5001,2,2,12.190964083849375,2,40,0,2,1400000,1,14.914123179965662
8082,5001,2,1,11.51293546492023,2,58,0,2,1400000,1,14.403297778421795
8013,5001,1,1,11.800049881961103,2,34,1,1,2000000,1,14.866332532446323
8013,5790,1,1,9.210440366976517,2,29,0,1,1600000,1,14.866332532446323
8013,5649,3,1,12.067787112725831,2,51,0,2,2700000,1,14.866332532446323
699,68081,1,1,12.724437775653788,2,28,0,2,2100000,1,14.731801689838349
25,17088,1,2,11.990990265492737,2,20,1,2,2300000,4,0.0
8013,5001,1,1,12.517314982390968,2,39,1,1,1800000,1,14.866332532446323
8013,5142,3,2,10.308985993422082,2,22,0,1,2200000,4,0.0
8013,5642,3,1,11.3378098826666,2,32,1,1,2000000,1,14.866332532446323
8013,5001,1,2,11.71928088083873,2,23,0,1,1500000,4,0.0
8013,5001,2,2,11.417295233954977,2,39,0,1,2230000,1,14.866332532446323
8013,5790,2,1,10.819798284210286,2,32,0,2,1600000,1,14.866332532446323
8013,5837,1,1,9.210440366976517,2,42,0,1,1680000,1,14.866332532446323
25,17388,3,1,13.014341545806877,2,31,0,2,1750000,1,14.866332532446323
8082,5001,3,2,11.50318821141448,2,64,0,2,1300000,4,0.0
8013,5001,2,1,12.29949012621812,2,39,1,1,2500000,1,14.866332532446323
702,68001,2,1,10.90888745948206,2,27,0,2,1500000,4,0.0
8013,5079,2,2,10.596659732783579,2,46,2,2,2000000,1,14.866332532446323
8013,5001,2,1,11.980732934421463,2,20,0,1,1600000,4,0.0
8082,5001,3,2,12.206077645517674,2,59,0,2,1600000,1,14.834220684637396
