LineaDeCredito,CiudadDeResidencia,Estrato,UstedEsArrendadorOPropietario,ValorFactura,UstedTieneAlgunaDiscapacidad,Edad,PersonasACargo,Genero,IngresoPrincipalMensual,Viabilidad,ValorCupoAprobado
702,68547,3,1,124468,2,36,0,2,2300000,4,0
8013,5001,2,2,10000,2,42,1,2,1300000,4,1000000
702,68547,2,1,77800,2,27,0,2,2200000,4,0
8013,5001,2,2,20000,2,52,0,2,2000000,4,0
8013,5001,3,1,305123,2,41,1,2,2060000,4,2000000
8013,5001,1,2,83460,2,65,0,2,1400000,4,0
8013,5001,2,1,750754,2,46,0,1,1800000,4,0
8013,5088,1,1,15000,2,18,0,2,2300000,4,350000
8013,5001,2,1,140521,2,21,0,1,1700000,4,1300000
8013,5591,2,2,199262,2,49,0,2,2500000,1,2860000
8013,5001,2,2,46401,2,20,0,2,1750000,4,0
8013,5360,2,1,191830,2,23,0,2,1480000,4,350000
25,5129,6,1,158109,2,67,0,1,3000000,1,2860000
8013,5847,1,2,68941,2,37,0,2,1840000,4,350000
8013,5001,2,2,6393341,2,18,0,1,1400000,4,1000000
8013,5001,2,2,152501,2,33,0,2,1560000,4,0
8013,5001,2,2,6000,2,69,0,2,1300000,4,0
8013,5308,2,1,347011,2,33,1,1,2300000,1,2860000
8013,5001,2,2,163607,2,26,0,2,1800000,4,0
8013,5088,2,1,21879,2,32,0,1,2000000,4,350000
8013,5001,2,1,144125,2,23,0,1,3000000,4,0
8013,5190,2,1,211141,2,27,0,1,2500000,4,800000
8013,5001,1,2,83460,2,66,2,1,1700000,4,0
8082,5001,2,1,320000,2,30,1,1,2800000,4,1000000
8013,5001,2,1,6000,2,19,0,2,1400000,4,0
8082,5001,2,2,138000,2,25,1,2,2000000,1,3000000
702,68547,2,1,77800,2,52,0,1,2300000,4,0
8082,5001,2,2,138000,2,52,0,2,1500000,4,0
8082,5001,3,1,211000,2,25,0,2,1677700,4,1000000
8013,5001,2,1,414387,2,23,0,2,2600000,4,0
8013,5030,2,1,83598,2,26,1,2,2500000,4,350000
8082,5001,2,2,200000,2,61,1,1,2200000,4,1000000
699,13160,1,1,50393,2,58,1,2,4800000,1,3200000
8013,5360,2,1,112403,2,46,1,1,2000000,4,350000
8013,5001,1,1,5000,2,20,0,1,2160000,4,1000000
699,68081,1,1,95314,2,30,0,1,2500000,1,3200000
8013,5001,1,1,37332,2,31,1,2,1800000,4,0
699,68855,3,1,113387,2,30,1,1,1900000,1,1000000
8082,5001,3,2,280000,2,35,2,2,1450000,4,0
8013,5837,1,2,4000,2,27,0,2,3800000,4,350000
8082,5360,2,2,200000,2,39,1,1,3500000,1,2000000
25,17380,2,1,75437,2,51,0,2,2000000,1,2860000
25,17380,1,1,48440,2,27,1,1,1900000,1,2860000
8082,5001,2,1,600000,2,22,0,1,3300000,1,3000000
8082,5001,1,1,60000,2,27,3,2,1350000,4,1000000
699,68001,3,1,94588,2,35,0,1,4600000,1,4500000
8013,5001,2,1,93892,2,19,1,1,1550000,4,0
8082,5360,2,2,200000,2,64,0,2,1600000,1,800000
8013,5308,2,1,347011,2,34,1,2,2200000,4,350000
8082,5001,4,2,200000,2,33,0,1,2500000,4,1000000
8082,5001,2,1,120000,2,51,0,2,1600000,1,2894228
25,17380,1,2,537472,2,44,0,2,2500000,4,0
8082,5001,2,1,186000,2,22,0,1,1900000,1,3000000
25,17380,2,1,75437,2,62,0,1,4000000,4,0
8013,5001,2,2,100000,2,21,0,2,2000000,4,0
8082,5001,5,1,600000,2,18,0,1,1800000,4,2000000
8013,5837,2,1,789282,2,21,0,1,3500000,4,350000
8013,5001,2,2,215403,2,33,0,2,1700000,1,2860000
8013,5001,2,1,697390,2,20,1,1,1800000,4,0
8082,5001,1,1,72000,2,31,1,2,1430000,1,3000000
8013,5360,2,2,864145,2,42,0,2,4800000,4,800000
702,68209,2,1,46230,2,24,0,1,3700000,1,1280000
8013,5034,1,1,124624,2,39,1,1,1450000,4,800000
8082,5360,2,2,200000,2,29,0,1,2400000,4,350000
8082,5001,2,2,300000,2,36,1,2,1450000,4,1000000
8082,5001,2,2,156000,2,31,0,1,3400000,4,0
101,63594,1,1,69551,2,29,0,2,2300000,1,1280000
8082,5001,2,2,300000,2,35,0,1,3000000,4,0
8013,5001,2,1,140818,2,39,2,1,1400000,4,1000000
699,68276,5,1,319534,2,23,0,1,2500000,1,6800000
8013,68001,1,2,181898,2,38,1,2,2450000,4,0
8082,5001,4,2,250000,2,73,0,1,1500000,4,0
8013,5045,1,2,111616,2,36,0,1,3900000,1,800000
699,68547,1,1,53397,2,19,0,1,2300000,4,0
8013,5837,1,2,86488,2,43,0,2,1300000,4,350000
8013,5250,1,1,53560,2,33,1,2,1300000,4,800000
8013,5001,1,1,151817,2,43,0,2,2000000,1,3000000
8082,5001,2,2,150000,2,38,1,2,2500000,4,0
8013,5001,1,1,114451,2,20,0,2,1450000,4,0
8013,5400,2,2,182228,2,46,0,2,5600000,4,350000
702,68001,3,1,205429,2,38,0,2,4000000,4,0
8013,5001,2,2,170000,2,56,0,2,1800000,1,3000000
8013,5001,5,1,869333,2,49,1,1,3500000,4,0
8082,5001,2,1,233432,2,22,1,1,1900000,1,3000000
8013,5837,1,2,4000,2,27,0,1,2500000,4,350000
8013,5001,2,2,5000,2,52,0,2,1300000,4,0
8013,5001,2,2,76867,2,58,1,2,1300000,1,2860000
8082,5001,3,2,110000,2,61,1,2,1350000,4,0
642,54405,2,1,241561,2,32,1,1,2500000,4,0
8082,5001,2,1,212313,2,31,3,1,2100000,4,0
8013,5001,2,2,338987,2,22,0,2,1700000,4,1000000
8013,5147,2,1,514248,2,35,0,2,2100000,4,800000
8013,5088,2,2,70000,2,24,0,1,1800000,1,2860000
8013,5001,2,2,98444,2,58,3,2,1900000,4,0
8013,5837,1,1,5000,2,24,0,1,3500000,4,350000
8013,5895,1,2,67000,2,38,2,1,3000000,4,0
8013,5001,1,2,232397,2,21,0,2,1460000,4,0
8082,5001,2,2,324244,2,32,1,2,1900000,4,0
8082,5001,3,2,125900,2,57,0,2,1600000,1,3000000
25,5129,2,2,13589,2,34,0,2,1600000,1,2860000
8082,5001,3,1,250000,2,48,2,1,2800000,4,0
8013,5001,2,2,346539,2,50,0,2,1472000,4,0
8082,5001,2,2,200000,2,62,0,2,2850000,4,0
8013,5036,1,2,103466,2,36,0,2,1400000,4,350000
702,68001,1,1,100331,2,25,0,2,1600000,1,1900000
25,17877,3,1,105321,2,28,1,1,2000000,1,2860000
8013,5001,1,1,160789,2,52,0,2,2500000,4,0
699,68547,2,1,45678,2,26,0,1,2500000,1,1280000
8013,5308,2,2,150000,2,18,0,1,1450000,4,800000
8013,5212,2,2,130000,2,48,0,1,1300000,1,2860000
8082,5001,3,1,400000,2,21,0,2,1300000,1,3000000
8013,5045,1,1,5000,2,41,1,2,3500000,4,350000
8082,5001,2,1,130000,2,38,1,2,2300000,4,0
8013,5837,2,2,32500,2,36,0,2,4800000,4,350000
8082,5001,2,2,234234,2,18,1,1,1300000,4,1000000
8013,5001,2,2,750754,2,53,0,2,2300000,4,0
702,68276,2,1,316152,2,37,0,2,4000000,4,0
702,68276,2,1,46218,2,25,1,2,3000000,4,0
25,17877,3,1,105321,2,39,1,2,2000000,4,0
8082,5001,1,1,200000,2,32,2,2,1540000,4,1000000
8082,5001,2,2,93835,2,48,1,1,1500000,4,0
8082,5001,3,2,1234432,2,30,0,1,3500000,4,0
8013,5001,2,1,430942,2,42,1,2,2000000,4,0
8013,5837,1,1,5000,2,20,0,2,1400000,1,2860000
8013,5736,1,2,87850,2,21,0,1,2400000,4,350000
8013,5266,3,2,295636,2,41,0,2,6500000,4,1200000
8082,5001,4,2,200000,2,19,0,1,1500000,4,0
8082,5001,2,2,234344,2,55,0,2,4500000,4,0
8013,5001,1,1,192260,2,26,1,2,1750000,4,0
8013,5266,2,1,149961,2,52,0,2,3800000,4,350000
101,5059,1,2,320391,2,34,0,2,1500000,1,1280000
699,68406,1,2,232780,2,51,0,1,5000000,1,2100000
8013,5001,2,1,10000,2,18,0,2,900000,4,0
8082,5001,2,1,232432,2,26,1,2,1950000,1,3000000
8082,5001,2,2,105000,2,46,2,2,1850000,4,0
702,68001,2,1,372784,2,30,2,1,2500000,1,1280000
8082,5001,2,2,98900,2,31,0,2,1500000,4,0
8082,5001,2,2,234234,2,50,0,1,2990000,4,0
8082,5001,3,2,180000,2,40,1,1,1750000,4,0
8013,5001,3,2,165112,2,20,0,2,1900000,4,0
8082,5001,2,2,325435,2,18,0,1,1650000,4,0
8013,5088,2,2,200000,2,54,0,1,5000000,1,2860000
699,68276,2,1,352259,2,24,0,2,4800000,1,1280000
699,68679,3,1,310574,2,22,0,2,1800000,4,0
8082,5001,2,2,60000,2,29,0,1,1400000,4,0
8082,5001,4,1,195969,2,27,2,2,1250000,4,0
8013,5001,2,1,270882,2,35,0,1,2500000,4,0
101,5059,2,1,92503,2,56,0,2,1500000,1,3900000
8082,5088,2,2,10000,2,23,0,1,1800000,4,350000
699,68679,3,1,61473,2,53,0,2,2200000,1,4500000
642,54001,1,2,1956000,2,52,0,2,3000000,1,1280000
8013,5088,3,2,249133,2,39,0,2,2450000,1,2860000
702,68307,2,1,154500,2,33,0,2,1800000,1,0
8082,5001,1,2,300000,2,25,0,1,1450000,4,1000000
8013,5250,2,2,177180,2,24,2,2,1500000,4,350000
8082,5001,2,2,120000,2,22,0,2,1560000,1,3000000
702,68001,3,1,30000,2,32,0,2,1600000,4,0
699,68001,1,1,157542,2,18,0,2,1500000,4,0
8082,5001,3,2,400000,2,48,0,2,1400000,4,1000000
699,5615,2,1,71761,2,25,2,1,1500000,1,1280000
8082,5001,2,1,212132,2,23,0,1,1300000,1,3000000
8082,5001,2,2,160000,2,37,1,2,2500000,4,0
8013,5001,2,2,386067,2,65,0,1,1600000,4,0
702,68209,2,1,63479,2,22,0,2,3700000,1,1280000
8013,5001,1,2,240000,2,30,0,1,1800000,4,0
702,68001,2,1,54659,2,47,0,2,1500000,4,0
8013,5250,1,1,100000,2,23,2,2,1400000,4,800000
8082,5001,3,2,176884,2,69,0,1,1800000,4,1000000
699,68679,3,1,61473,2,33,0,2,2200000,1,1200000
699,68276,2,1,140791,2,45,0,1,2800000,4,0
8082,5001,2,1,214324,2,23,0,2,1350000,4,0
8013,5088,2,1,45429,2,39,0,2,1500000,1,2860000
8082,5001,2,1,131232,2,20,0,2,2900000,4,0
8013,5088,1,1,108558,2,36,0,2,2450000,4,350000
8082,5001,2,1,250000,2,29,1,2,2700000,4,0
8013,5250,1,2,54902,2,20,1,2,2000000,4,350000
8082,5001,1,1,235423,2,47,1,2,1300000,1,3000000
702,5615,2,1,108286,2,30,0,2,3500000,1,700000
702,68209,2,1,46230,2,41,0,2,3700000,4,0
8082,5001,2,2,140324,2,48,0,1,1850000,4,0
8013,5001,1,1,179161,2,36,2,2,2000000,4,0
8013,5030,2,2,234349,2,53,0,2,1350000,4,350000
702,68276,2,1,154844,2,41,1,2,2000000,4,0
8082,5001,2,2,32424,2,51,0,2,550000,4,0
8082,5001,2,1,230000,2,50,0,2,3000000,4,0
8013,5001,2,1,53920,2,47,0,2,2450000,4,0
8082,5001,2,2,150000,2,28,2,2,1400000,1,1320046
8082,5001,2,2,323554,2,71,0,2,950000,2,0
8013,5001,2,2,216693,2,20,0,1,1400000,4,1000000
25,17050,1,1,29061,2,28,0,2,2300000,1,1800000
8082,5001,2,2,312322,2,30,1,1,1800000,4,0
8013,5001,1,1,54000,2,34,0,2,1300000,4,0
8013,5001,4,2,92890,2,20,0,1,1650000,2,0
8082,5360,2,2,200000,2,29,0,1,3800000,1,2000000
8082,5001,2,2,300000,2,28,0,2,2000000,4,0
8013,5642,3,1,72671,2,22,0,1,1680000,1,800000
8082,5001,2,2,345345,2,69,2,2,1900000,4,0
8082,5360,2,2,200000,2,56,0,2,1500000,4,350000
702,68276,1,1,118404,2,43,1,1,2200000,4,0
8013,5172,2,1,109890,2,23,0,1,2000000,4,350000
8082,5001,2,1,24234,2,49,2,1,1920000,4,0
702,68001,2,1,106217,2,40,0,2,2200000,1,2600000
8013,5001,1,2,50434,2,27,0,2,1900000,4,1000000
25,17777,2,1,48508,2,44,0,2,2800000,1,2600000
8013,5088,1,1,5000,2,45,0,2,1600000,1,2860000
8013,5837,2,1,231206,2,25,0,2,2500000,4,350000
8082,5001,2,2,400000,2,21,0,2,1800000,4,0
8082,5001,1,2,290544,2,25,0,2,1450000,4,0
8013,5690,2,2,57012,2,19,0,2,2100000,4,350000
702,68209,1,1,67920,2,50,0,2,1500000,1,1900000
25,17380,1,1,80292,2,31,0,1,2000000,1,2860000
8013,5001,1,1,67892,2,25,1,2,1800000,4,1000000
8082,5088,2,2,123243,2,46,1,1,2600000,1,800000
8082,5001,2,2,150000,2,66,0,1,1350000,1,3000000
8013,5001,1,1,463054,2,27,1,2,1500000,4,1000000
8082,5001,4,1,277000,2,36,0,1,1850000,4,1000000
8013,5837,1,2,425884,2,61,0,2,1560000,4,0
8013,5001,3,1,83674,2,22,1,1,1600000,4,0
8013,5001,2,2,217111,2,22,0,2,1600000,4,0
8013,5088,2,1,266485,2,41,1,2,1600000,4,800000
8082,5001,3,2,450000,2,19,0,2,3400000,4,1000000
8082,5001,1,1,60000,2,38,1,1,1750000,4,0
702,68001,3,1,30000,2,21,0,2,1400000,1,3200000
8082,5001,2,1,230000,2,19,0,2,1500000,2,0
8013,5001,2,2,246211,2,50,0,2,1700000,4,0
8082,5001,2,2,100000,2,36,0,2,1400000,4,0
8013,5001,2,1,211923,2,64,0,1,1800000,4,0
8082,5001,2,2,160000,2,24,0,2,2600000,4,2000000
8013,5306,1,2,29294,2,36,0,2,2500000,1,2860000
8013,5001,2,1,373842,2,54,0,2,1350000,4,0
8082,5360,2,2,200000,2,34,1,1,2200000,4,800000
8013,5051,2,2,61893,2,47,0,2,6000000,4,350000
8082,5001,3,2,200000,2,54,1,2,1350000,4,0
8082,5001,2,1,198000,2,27,0,2,2000000,1,3000000
8013,5250,1,1,150000,2,41,0,2,1900000,1,2860000
8013,5001,2,1,73551,2,21,2,2,2400000,4,927857
8013,5001,3,2,466768,2,28,0,1,1600000,4,0
8082,5001,2,2,100000,2,51,0,1,3000000,4,0
8013,5088,3,1,276206,2,32,1,1,1450000,4,350000
8013,5837,2,1,5000,2,35,1,2,1450000,4,350000
699,68679,2,1,106398,2,31,2,2,1800000,4,0
8082,5001,3,1,443758,2,21,1,1,1300000,4,1000000
8082,5001,1,1,96263,2,36,1,2,1400000,1,2860000
25,66594,1,1,31666,2,70,0,2,1500000,4,0
101,15109,2,1,68000,2,65,0,2,1500000,1,1280000
8082,5001,3,1,350000,2,46,0,2,3500000,1,3000000
702,68001,3,1,50000,2,18,0,2,1200000,4,0
8013,5579,2,1,82713,2,20,1,1,1400000,4,350000
8082,5001,3,1,200000,2,25,1,2,1560000,4,0
8013,5659,1,2,287833,2,23,0,2,5000000,4,350000
8013,5001,2,1,270881,2,35,1,1,2000000,2,0
699,68001,2,1,137878,2,23,0,2,1500000,1,3900000
8082,5001,2,1,214323,2,33,2,1,1300000,4,1000000
8013,5001,2,1,171007,2,53,2,1,3000000,4,0
8082,5001,2,2,160000,2,63,1,1,1540000,4,0
8013,5001,2,2,217111,2,22,0,2,1600000,2,0
8013,5615,2,2,161172,2,42,1,2,1800000,4,1300000
8013,5001,2,1,261128,2,65,0,2,1300000,4,0
8013,5088,2,1,66502,2,20,0,1,1600000,4,0
8013,5212,2,1,163536,2,42,1,2,1600000,4,800000
8013,5088,1,2,5000,2,34,0,2,1700000,4,350000
8082,5001,2,2,124343,2,63,1,2,1350000,1,3000000
8082,5001,3,1,100000,2,26,1,1,1500000,4,0
8013,5001,1,2,145776,2,29,0,1,2000000,4,0
699,54385,1,1,65938,2,26,0,2,2400000,4,0
8013,5001,2,2,144640,2,24,1,2,1600000,4,1000000
8082,5001,2,1,213242,2,19,1,1,1900000,4,0
8013,5001,1,1,10000,2,45,0,1,1300000,4,0
699,68001,3,1,198038,2,20,0,2,4600000,4,0
699,68655,1,1,88246,2,42,0,2,2500000,4,0
8082,5001,2,1,200000,2,55,0,2,1500000,4,0
8082,5001,3,1,190000,2,29,1,1,1650000,4,1000000
699,68655,1,1,15681,2,52,0,2,2300000,4,0
8082,5001,2,1,252390,2,42,1,1,1900000,4,0
8013,5079,2,2,131000,2,26,1,1,1500000,4,350000
702,68001,2,1,83904,2,25,0,2,1600000,1,2600000
8013,5001,1,2,4000,2,33,1,2,1400000,4,0
8082,5001,3,2,300000,2,36,0,2,1650000,4,1000000
8082,5001,2,1,200000,2,22,0,1,3000000,1,3000000
699,68001,2,1,51949,2,31,1,1,5000000,1,2500000
25,17380,2,1,123603,2,25,0,1,3600000,1,2860000
8082,5001,2,1,214132,2,21,0,1,2500000,4,0
8013,5001,1,1,104471,2,22,1,2,1300000,4,0
699,68679,2,1,77517,2,57,0,2,1800000,1,1280000
8013,5360,3,1,515023,2,52,1,2,1800000,4,800000
702,68276,1,1,39904,2,57,0,1,2500000,1,1900000
8082,5001,1,1,110616,2,25,1,2,2300000,4,2000000
25,66572,1,1,42126,2,20,0,1,3500000,4,0
8013,5837,1,2,241982,2,19,1,2,1300000,1,800000
8013,5615,4,1,878162,2,40,0,1,1800000,4,350000
699,68001,1,1,36947,2,57,0,1,4000000,4,0
642,54001,1,2,49000,2,43,1,2,4000000,1,1280000
8082,5001,2,2,407232,2,23,0,2,3850000,4,0
8013,5001,1,1,210932,2,34,0,2,1300000,4,3000000
702,68001,2,1,501950,2,54,1,2,1900000,1,0
8013,5088,1,1,68174,2,28,2,1,1380000,4,350000
8013,5001,1,2,4000,2,39,1,1,1600000,4,1000000
8082,5001,2,2,408636,2,47,0,2,3200000,4,0
702,68001,2,1,5738,2,22,0,1,1500000,1,2600000
8013,5659,1,2,5000,2,30,0,1,2500000,4,500000
8082,5001,2,2,95900,2,34,0,2,1500000,1,3000000
8013,5837,2,1,77567,2,26,0,2,3500000,4,800000
8013,5001,2,1,147708,2,69,1,2,1450000,4,0
699,68307,2,1,99389,2,66,0,2,2200000,1,1300000
8013,5579,1,2,18473,2,34,0,1,1400000,4,800000
25,17380,2,1,135312,2,25,0,2,1800000,1,2860000
8013,5001,1,1,94000,2,44,0,2,2000000,1,2860000
8082,5001,2,1,532432,2,25,1,1,1550000,1,3000000
702,68001,6,1,431377,2,29,2,1,3500000,4,0
699,68276,2,1,43427,2,46,0,1,4000000,4,0
8013,5001,1,2,4000,2,38,1,2,1500000,4,0
8013,5001,2,1,106870,2,48,1,2,2322840,4,1000000
702,68547,3,1,96770,2,25,0,2,1360000,1,3100000
8013,5001,3,1,343617,2,23,1,2,2000000,4,0
8013,5088,3,1,1040613,2,49,1,1,1480000,4,350000
702,68276,2,1,35988,2,30,1,2,2200000,1,2600000
8013,5001,2,1,45550,2,39,0,2,2450000,1,3000000
699,68276,1,1,85081,2,22,0,1,2500000,1,2400000
702,68001,3,1,348224,2,46,0,2,1300000,1,0
8013,5045,4,1,5000,2,47,1,1,3500000,4,350000
8013,5001,2,1,347988,2,34,1,2,1800000,1,2860000
8082,5001,2,2,130000,2,49,0,2,2000000,4,0
8013,5360,2,2,5000,2,37,1,2,1400000,4,800000
702,68081,1,1,105798,2,38,0,2,1500000,1,1900000
699,68547,3,1,68506,2,40,1,2,1300000,1,1280000
699,68276,3,1,325951,2,29,0,2,2500000,1,2500000
8013,5088,1,1,5000,2,21,0,2,1600000,4,350000
699,68679,2,1,39274,2,63,0,1,2200000,1,3400000
8013,5001,3,1,323090,2,47,0,1,3500000,4,3000000
699,68001,2,1,60475,2,19,0,2,2300000,4,0
702,68001,3,1,145081,2,23,0,1,1500000,1,2200000
8013,5001,2,1,213906,2,56,0,2,1900000,4,0
699,68547,3,1,95177,2,20,0,2,2000000,1,4500000
8013,5001,2,1,295063,2,30,2,2,2000000,4,0
8013,5001,2,1,445447,2,26,1,2,1550000,4,1000000
8013,5001,1,2,157874,2,40,0,1,1980000,4,1000000
8013,5837,1,2,241982,2,59,1,2,1300000,4,350000
8013,5001,2,2,120000,2,41,1,2,1500000,4,0
8013,5045,2,1,261657,2,19,0,2,1600000,4,350000
8013,5088,2,1,287464,2,32,0,1,1400000,4,800000
8013,5045,1,2,237000,2,49,0,2,2000000,4,350000
8013,5001,3,1,234128,2,18,2,1,2500000,4,0
8013,5045,1,2,142674,2,27,1,2,2300000,1,2860000
8013,5001,2,2,132000,2,41,0,2,1500000,4,0
8013,5615,1,2,138283,2,20,1,2,1300000,4,350000
8013,5172,1,2,73050,2,44,1,2,1300000,1,800000
8013,5001,2,1,133443,2,39,1,2,1950000,4,0
8013,5001,2,1,210423,2,45,3,1,1800000,4,2000000
8013,5088,1,1,80000,2,24,1,1,1750000,4,800000
8013,5088,1,1,71019,2,32,1,2,1650000,4,800000
8013,5034,2,1,99872,2,39,1,1,1800000,4,350000
8013,5579,2,1,239965,2,49,0,2,2000000,4,350000
8013,5001,1,1,191111,2,46,1,2,1400000,4,0
8013,5001,3,2,85300,2,21,0,1,4000000,4,0
8013,5001,2,1,1047574,2,19,1,2,1450000,4,1000000
8013,5088,2,1,169679,2,30,2,2,2000000,4,800000
8013,5001,3,1,187533,2,28,1,2,1760000,4,1000000
25,17380,2,1,256246,2,40,1,2,1600000,1,2860000
8013,5001,2,2,80000,2,34,1,2,1400000,4,0
8013,5001,1,1,19068,2,23,2,2,1400000,4,0
8013,5001,1,2,565084,2,18,0,1,1600000,4,0
8013,5001,2,1,225645,2,31,1,1,1650000,4,0
8013,5147,2,2,141000,2,25,0,2,2000000,4,350000
8013,5001,2,2,120000,2,19,0,2,1300000,4,1000000
8013,5837,1,2,5000,2,22,0,1,1800000,4,350000
8013,5001,2,1,450902,2,31,2,2,1400000,4,1000000
8013,5088,3,2,200000,2,51,0,2,1800000,1,800000
702,68276,2,1,56766,2,31,1,2,1500000,1,1400000
8013,5250,1,1,112234,2,34,1,2,1400000,4,350000
8013,5001,3,1,92140,2,35,0,1,2000000,4,1000000
8013,5001,1,1,128954,2,35,0,2,1800000,4,0
8013,5001,3,1,6000,2,22,0,1,1400000,4,0
8013,5001,2,1,13000,2,23,0,2,1600000,4,1000000
8013,5837,1,1,60885,2,24,1,2,1600000,4,800000
8013,5001,1,2,277631,2,42,1,2,1500000,4,0
702,68001,3,1,62035,2,44,0,2,2355000,1,3100000
8013,5045,2,1,382898,2,29,1,1,1700000,4,350000
8013,5789,3,1,138780,2,34,0,2,1300000,4,800000
8082,5001,2,1,170000,2,35,0,2,2400000,1,3000000
8013,5001,2,2,79398,2,56,0,1,2100000,4,1000000
8013,5088,1,2,5000,2,19,0,1,1500000,4,800000
8013,5001,2,2,424545,2,52,0,2,1350000,4,0
8082,5001,2,2,120000,2,25,0,2,1900000,4,0
8013,5001,1,2,10000,2,35,1,1,3500000,4,1000000
8013,5001,1,1,27276,2,28,0,1,1800000,4,0
8013,5001,1,2,98421,2,39,1,1,1600000,4,0
8013,5001,2,2,120000,2,40,1,1,1500000,4,0
8013,5001,3,1,136799,2,20,0,2,1900000,4,0
8013,5001,1,1,99147,2,42,1,2,2000000,4,0
25,17380,2,1,192075,2,39,0,1,1850000,4,0
8013,5088,1,1,227419,2,21,1,1,1400000,4,800000
8082,5360,2,2,200000,2,36,1,1,3500000,4,800000
8082,5001,2,2,200000,2,41,2,1,2500000,4,0
8013,5615,2,1,199133,2,21,1,2,2200000,1,2860000
8082,5001,3,2,300000,2,65,0,2,1450000,4,0
8013,5001,2,1,99173,2,32,1,1,1400000,4,1000000
642,54001,2,2,221910,2,44,1,2,6600000,1,2600000
8013,5001,1,1,20000,2,25,0,2,1200000,4,0
8013,5086,2,1,87636,2,30,4,2,1800000,4,350000
8013,5001,1,1,115404,2,24,0,1,2480000,4,1000000
8013,5001,1,1,22000,2,40,1,2,2000000,4,0
8082,5001,1,1,100000,2,20,0,2,1756000,4,2000000
8013,5631,2,2,113181,2,32,1,2,1500000,4,350000
8013,5088,1,2,5000,2,21,0,1,1400000,4,350000
8082,5001,1,2,100000,2,49,0,2,1800000,4,0
8013,5001,2,2,10000,2,43,1,2,1300000,4,0
8082,5001,2,2,338885,2,38,2,2,1450000,1,3000000
8013,5154,1,1,10000,2,38,0,1,1600000,4,350000
8013,5045,1,2,5000,2,36,0,2,1600000,4,350000
8082,5001,2,2,180000,2,60,0,2,2000000,4,0
8082,5001,2,2,200000,2,29,1,1,2100000,4,0
8013,5266,2,2,149961,2,26,0,1,6780000,1,2000000
8082,5360,2,2,200000,2,45,1,1,2400000,1,1200000
8013,5120,1,2,142521,2,25,0,2,2300000,4,350000
8013,5001,1,2,60225,2,24,0,1,1800000,4,2000000
8013,5001,1,1,4000,2,20,0,1,1350000,4,0
8082,5001,1,1,623534,2,40,1,2,1400000,4,2000000
699,68755,3,1,35603,2,57,1,1,7000000,1,1280000
8013,5001,2,2,97881,2,23,0,1,2500000,4,1000000
702,68679,1,1,47137,2,24,0,1,2900000,1,1280000
8013,5001,1,1,98765,2,32,1,2,1800000,4,0
8013,5631,2,1,236707,2,27,0,1,1418000,4,800000
8082,5001,2,2,120000,2,52,0,1,1800000,4,0
8082,5001,2,2,124342,2,47,0,2,1300000,4,1000000
8013,5001,3,1,194027,2,28,1,2,3000000,4,0
8013,5001,4,1,78433,2,40,0,1,1800000,1,3000000
8013,5001,2,1,50000,2,22,0,1,2700000,4,1000000
8013,5001,2,2,120000,2,19,2,2,1500000,4,0
101,63594,2,1,78656,2,21,0,2,2500000,1,2900000
8082,5001,2,2,120000,2,46,1,2,1800000,4,0
8188,5001,2,2,160390,2,32,0,1,3500000,4,1000000
699,68679,2,1,46571,2,57,0,2,2200000,1,3100000
8082,5001,2,1,233423,2,46,1,2,1800000,4,0
8013,5030,2,2,234349,2,35,1,2,1300000,4,800000
8013,5360,1,1,207118,2,22,2,2,1500000,4,350000
8013,5030,2,1,66226,2,34,1,1,2480000,4,350000
702,68001,2,1,54659,2,27,0,2,1500000,4,0
8013,5837,1,1,5000,2,39,1,2,3500000,1,2860000
8013,5001,3,2,160326,2,28,0,1,1472000,4,0
8082,5360,2,2,200000,2,24,1,2,2000000,1,2000000
25,17174,2,1,340025,2,18,0,1,2000000,4,0
8013,5001,1,2,48849,2,50,0,1,5000000,4,1000000
8013,5001,1,1,109760,2,44,2,1,2000000,4,0
8082,5001,4,2,400000,2,41,0,1,8400000,4,0
8082,5001,2,2,120000,2,44,0,2,2500000,4,0
8082,5001,2,1,178393,2,19,0,1,1500000,4,1000000
25,17380,1,1,69041,2,64,0,1,2000000,4,0
8013,5088,2,1,57875,2,29,1,2,1600000,4,350000
8082,5001,2,2,80000,2,36,1,1,2000000,4,0
699,68001,4,1,28419,2,33,0,2,2500000,4,0
8013,5837,1,2,126583,2,38,1,2,1400000,4,350000
8082,5001,2,2,160000,2,61,0,1,4000000,4,0
8013,5001,2,1,171007,2,25,1,2,2000000,4,0
8082,5001,3,1,142342,2,37,1,1,1600000,4,1000000
25,17653,2,1,94869,2,28,0,1,1300000,1,1800000
8013,5088,2,2,334676,2,45,0,1,1400000,4,800000
8013,5001,1,2,4000,2,36,0,1,2000000,4,1000000
8082,5001,2,1,214342,2,20,1,1,1800000,4,0
8082,5001,1,1,185000,2,19,0,1,2000000,4,1000000
8013,5172,1,2,10000,2,40,0,2,1300000,1,800000
8013,5001,2,2,99388,2,49,0,1,1600000,4,1000000
699,68001,3,1,321853,2,21,0,1,2500000,1,4500000
8013,5837,1,1,5000,2,25,0,1,3500000,4,350000
8013,5001,1,1,25645,2,46,0,1,2000000,4,0
8013,5809,2,1,91413,2,18,0,2,1300000,4,0
8013,5172,1,2,214592,2,41,1,1,1800000,1,2860000
